Units,scenario,service,group,subsector,technology,year,value,region
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2070,7.878236720891077,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2070,18.11472776465154,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2075,7.879836720891077,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2075,18.116327764651544,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2080,7.828336720891076,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2080,18.06482776465154,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2085,7.713836720891076,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2085,17.95032776465154,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2090,7.563836720891076,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2090,17.80032776465154,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2095,7.375036720891077,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2095,17.61152776465154,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2100,7.140336720891077,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2100,17.376827764651544,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,1975,1.7686667208910762,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,1975,12.005157764651543,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,1990,3.5859667208910766,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,1990,13.822457764651542,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2005,3.8450267208910764,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2005,14.081517764651542,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2010,6.970236720891076,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2010,17.20672776465154,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2015,7.980436720891077,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2015,18.216927764651544,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2020,7.861236720891076,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2020,18.09772776465154,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2025,7.934636720891077,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2025,18.171127764651544,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2030,7.922636720891076,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2030,18.159127764651544,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2035,7.804936720891077,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2035,18.041427764651544,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2040,7.747936720891077,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2040,17.984427764651542,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2045,7.832436720891077,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2045,18.06892776465154,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2050,7.885336720891076,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2050,18.121827764651542,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2055,7.799436720891076,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2055,18.03592776465154,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2060,7.807136720891076,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2060,18.04362776465154,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2065,7.807036720891076,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2065,18.043527764651543,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2070,7.872236720891077,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2070,18.10872776465154,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2075,7.874936720891076,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2075,18.11142776465154,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2080,7.823736720891076,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2080,18.060227764651543,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2085,7.709236720891076,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2085,17.945727764651544,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2090,7.559136720891076,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2090,17.79562776465154,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2095,7.3715367208910765,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2095,17.608027764651542,Northwest Arctic Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2100,7.137636720891076,North Slope Borough
1975$/GJ,Ref_e12,resid heating modern,d1,refined liquids,fuel furnace,2100,17.37412776465154,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,1975,1.7686667208910762,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,1975,12.005157764651543,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,1990,3.5859667208910766,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,1990,13.822457764651542,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2005,3.8450267208910764,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2005,14.081517764651542,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2010,6.970236720891076,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2010,17.20672776465154,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2015,7.980436720891077,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2015,18.216927764651544,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2020,7.861236720891076,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2020,18.09772776465154,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2025,7.934636720891077,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2025,18.171127764651544,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2030,7.922636720891076,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2030,18.159127764651544,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2035,7.804936720891077,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2035,18.041427764651544,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2040,7.747936720891077,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2040,17.984427764651542,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2045,7.832436720891077,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2045,18.06892776465154,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2050,7.885336720891076,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2050,18.121827764651542,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2055,7.799436720891076,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2055,18.03592776465154,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2060,7.807136720891076,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2060,18.04362776465154,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2065,7.807036720891076,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2065,18.043527764651543,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2070,7.878236720891077,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2070,18.11472776465154,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2075,7.880036720891076,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2075,18.116527764651543,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2080,7.828536720891077,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2080,18.065027764651543,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2085,7.714036720891076,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2085,17.95052776465154,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2090,7.564636720891076,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2090,17.80112776465154,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2095,7.375536720891076,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2095,17.612027764651543,Northwest Arctic Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2100,7.139736720891077,North Slope Borough
1975$/GJ,Ref_e13,resid heating modern,d1,refined liquids,fuel furnace,2100,17.376227764651542,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,1975,1.7686667208910762,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,1975,12.005157764651543,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,1990,3.5859667208910766,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,1990,13.822457764651542,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2005,3.8450267208910764,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2005,14.081517764651542,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2010,6.970236720891076,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2010,17.20672776465154,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2015,7.980436720891077,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2015,18.216927764651544,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2020,8.500036720891078,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2020,18.73652776465154,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2025,9.965336720891077,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2025,20.20182776465154,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2030,10.754736720891078,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2030,20.99122776465154,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2035,11.534636720891076,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2035,21.77112776465154,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2040,12.652236720891079,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2040,22.88872776465154,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2045,14.074636720891078,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2045,24.311127764651545,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2050,15.175836720891077,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2050,25.412327764651543,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2055,16.145636720891076,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2055,26.382127764651543,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2060,17.420836720891078,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2060,27.65732776465154,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2065,18.90663672089108,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2065,29.143127764651545,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2070,20.614836720891077,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2070,30.851327764651543,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2075,22.79563672089108,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2075,33.03212776465154,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2080,25.279336720891077,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2080,35.51582776465154,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2085,28.125036720891078,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2085,38.36152776465154,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2090,31.50113672089108,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2090,41.73762776465154,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2095,35.42203672089107,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2095,45.65852776465154,Northwest Arctic Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2100,40.046536720891076,North Slope Borough
1975$/GJ,LowC_e1,resid heating modern,d1,refined liquids,fuel furnace,2100,50.28302776465154,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,1975,1.7686667208910762,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,1975,12.005157764651543,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,1990,3.5859667208910766,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,1990,13.822457764651542,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2005,3.8450267208910764,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2005,14.081517764651542,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2010,6.970236720891076,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2010,17.20672776465154,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2015,7.980436720891077,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2015,18.216927764651544,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2020,8.500036720891078,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2020,18.73652776465154,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2025,9.965336720891077,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2025,20.20182776465154,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2030,10.754736720891078,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2030,20.99122776465154,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2035,11.534636720891076,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2035,21.77112776465154,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2040,12.652236720891079,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2040,22.88872776465154,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2045,14.074636720891078,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2045,24.311127764651545,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2050,15.175836720891077,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2050,25.412327764651543,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2055,16.145636720891076,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2055,26.382127764651543,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2060,17.420836720891078,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2060,27.65732776465154,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2065,18.90663672089108,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2065,29.143127764651545,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2070,20.614836720891077,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2070,30.851327764651543,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2075,22.79563672089108,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2075,33.03212776465154,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2080,25.279336720891077,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2080,35.51582776465154,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2085,28.125036720891078,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2085,38.36152776465154,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2090,31.50113672089108,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2090,41.73762776465154,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2095,35.42203672089107,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2095,45.65852776465154,Northwest Arctic Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2100,40.036636720891075,North Slope Borough
1975$/GJ,LowC_e2,resid heating modern,d1,refined liquids,fuel furnace,2100,50.27312776465154,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,1975,1.7686667208910762,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,1975,12.005157764651543,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,1990,3.5859667208910766,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,1990,13.822457764651542,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2005,3.8450267208910764,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2005,14.081517764651542,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2010,6.970236720891076,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2010,17.20672776465154,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2015,7.980436720891077,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2015,18.216927764651544,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2020,8.500036720891078,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2020,18.73652776465154,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2025,9.965336720891077,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2025,20.20182776465154,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2030,10.754736720891078,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2030,20.99122776465154,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2035,11.534636720891076,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2035,21.77112776465154,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2040,12.652236720891079,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2040,22.88872776465154,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2045,14.074636720891078,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2045,24.311127764651545,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2050,15.175836720891077,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2050,25.412327764651543,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2055,16.145636720891076,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2055,26.382127764651543,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2060,17.420836720891078,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2060,27.65732776465154,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2065,18.90663672089108,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2065,29.143127764651545,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2070,20.614836720891077,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2070,30.851327764651543,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2075,22.79563672089108,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2075,33.03212776465154,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2080,25.279336720891077,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2080,35.51582776465154,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2085,28.125036720891078,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2085,38.36152776465154,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2090,31.50113672089108,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2090,41.73762776465154,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2095,35.42203672089107,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2095,45.65852776465154,Northwest Arctic Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2100,40.03483672089107,North Slope Borough
1975$/GJ,LowC_e3,resid heating modern,d1,refined liquids,fuel furnace,2100,50.27132776465154,Northwest Arctic Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,1975,1.7686667208910762,North Slope Borough
1975$/GJ,LowC_e4,resid heating modern,d1,refined liquids,fuel furnace,1975,12.005157764651543,Northwest Arctic Borough
