Units,scenario,service,group,subsector,technology,year,value,region
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2030,7.922636720891076,North Slope Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2030,18.159127764651544,Northwest Arctic Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2035,7.804936720891077,North Slope Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2035,18.041427764651544,Northwest Arctic Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2040,7.747936720891077,North Slope Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2040,17.984427764651542,Northwest Arctic Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2045,7.832436720891077,North Slope Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2045,18.06892776465154,Northwest Arctic Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2050,7.885336720891076,North Slope Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2050,18.121827764651542,Northwest Arctic Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2055,7.799436720891076,North Slope Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2055,18.03592776465154,Northwest Arctic Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2060,7.807136720891076,North Slope Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2060,18.04362776465154,Northwest Arctic Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2065,7.807036720891076,North Slope Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2065,18.043527764651543,Northwest Arctic Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2070,7.878236720891077,North Slope Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2070,18.11472776465154,Northwest Arctic Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2075,7.879936720891076,North Slope Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2075,18.11642776465154,Northwest Arctic Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2080,7.828436720891076,North Slope Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2080,18.064927764651543,Northwest Arctic Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2085,7.713836720891076,North Slope Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2085,17.95032776465154,Northwest Arctic Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2090,7.563936720891076,North Slope Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2090,17.80042776465154,Northwest Arctic Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2095,7.372236720891077,North Slope Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2095,17.60872776465154,Northwest Arctic Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2100,7.138236720891077,North Slope Borough
1975$/GJ,Ref_e6,resid heating modern,d1,refined liquids,fuel furnace,2100,17.374727764651542,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,1975,1.7686667208910762,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,1975,12.005157764651543,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,1990,3.5859667208910766,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,1990,13.822457764651542,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2005,3.8450267208910764,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2005,14.081517764651542,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2010,6.970236720891076,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2010,17.20672776465154,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2015,7.980436720891077,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2015,18.216927764651544,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2020,7.861236720891076,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2020,18.09772776465154,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2025,7.934636720891077,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2025,18.171127764651544,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2030,7.922636720891076,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2030,18.159127764651544,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2035,7.804936720891077,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2035,18.041427764651544,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2040,7.747936720891077,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2040,17.984427764651542,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2045,7.832436720891077,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2045,18.06892776465154,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2050,7.885336720891076,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2050,18.121827764651542,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2055,7.799436720891076,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2055,18.03592776465154,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2060,7.807136720891076,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2060,18.04362776465154,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2065,7.807036720891076,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2065,18.043527764651543,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2070,7.878036720891077,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2070,18.11452776465154,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2075,7.848536720891077,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2075,18.085027764651542,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2080,7.781236720891077,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2080,18.017727764651543,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2085,7.670036720891077,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2085,17.906527764651543,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2090,7.518436720891077,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2090,17.75492776465154,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2095,7.3433367208910765,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2095,17.57982776465154,Northwest Arctic Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2100,7.109536720891076,North Slope Borough
1975$/GJ,Ref_e7,resid heating modern,d1,refined liquids,fuel furnace,2100,17.34602776465154,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,1975,1.7686667208910762,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,1975,12.005157764651543,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,1990,3.5859667208910766,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,1990,13.822457764651542,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2005,3.8450267208910764,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2005,14.081517764651542,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2010,6.970236720891076,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2010,17.20672776465154,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2015,7.980436720891077,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2015,18.216927764651544,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2020,7.861236720891076,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2020,18.09772776465154,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2025,7.934636720891077,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2025,18.171127764651544,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2030,7.922636720891076,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2030,18.159127764651544,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2035,7.804936720891077,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2035,18.041427764651544,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2040,7.747936720891077,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2040,17.984427764651542,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2045,7.832436720891077,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2045,18.06892776465154,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2050,7.885336720891076,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2050,18.121827764651542,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2055,7.799436720891076,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2055,18.03592776465154,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2060,7.807136720891076,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2060,18.04362776465154,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2065,7.807036720891076,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2065,18.043527764651543,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2070,7.878236720891077,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2070,18.11472776465154,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2075,7.879836720891077,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2075,18.116327764651544,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2080,7.818236720891076,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2080,18.054727764651542,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2085,7.689236720891077,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2085,17.92572776465154,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2090,7.538636720891076,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2090,17.775127764651543,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2095,7.3570367208910765,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2095,17.59352776465154,Northwest Arctic Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2100,7.123136720891076,North Slope Borough
1975$/GJ,Ref_e8,resid heating modern,d1,refined liquids,fuel furnace,2100,17.359627764651542,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,1975,1.7686667208910762,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,1975,12.005157764651543,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,1990,3.5859667208910766,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,1990,13.822457764651542,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2005,3.8450267208910764,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2005,14.081517764651542,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2010,6.970236720891076,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2010,17.20672776465154,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2015,7.980436720891077,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2015,18.216927764651544,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2020,7.861236720891076,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2020,18.09772776465154,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2025,7.934636720891077,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2025,18.171127764651544,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2030,7.922636720891076,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2030,18.159127764651544,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2035,7.804936720891077,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2035,18.041427764651544,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2040,7.747936720891077,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2040,17.984427764651542,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2045,7.832436720891077,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2045,18.06892776465154,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2050,7.885336720891076,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2050,18.121827764651542,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2055,7.799436720891076,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2055,18.03592776465154,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2060,7.807136720891076,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2060,18.04362776465154,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2065,7.806936720891076,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2065,18.04342776465154,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2070,7.861036720891076,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2070,18.09752776465154,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2075,7.842836720891076,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2075,18.07932776465154,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2080,7.794836720891076,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2080,18.031327764651543,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2085,7.680336720891076,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2085,17.916827764651543,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2090,7.5285367208910765,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2090,17.765027764651542,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2095,7.350236720891076,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2095,17.586727764651542,Northwest Arctic Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2100,7.116336720891076,North Slope Borough
1975$/GJ,Ref_e9,resid heating modern,d1,refined liquids,fuel furnace,2100,17.352827764651543,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,1975,1.7686667208910762,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,1975,12.005157764651543,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,1990,3.5859667208910766,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,1990,13.822457764651542,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2005,3.8450267208910764,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2005,14.081517764651542,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2010,6.970236720891076,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2010,17.20672776465154,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2015,7.980436720891077,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2015,18.216927764651544,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2020,7.861236720891076,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2020,18.09772776465154,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2025,7.934636720891077,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2025,18.171127764651544,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2030,7.922636720891076,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2030,18.159127764651544,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2035,7.804936720891077,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2035,18.041427764651544,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2040,7.747936720891077,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2040,17.984427764651542,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2045,7.832436720891077,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2045,18.06892776465154,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2050,7.885336720891076,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2050,18.121827764651542,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2055,7.799436720891076,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2055,18.03592776465154,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2060,7.807136720891076,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2060,18.04362776465154,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2065,7.807036720891076,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2065,18.043527764651543,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2070,7.878236720891077,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2070,18.11472776465154,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2075,7.874536720891077,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2075,18.111027764651542,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2080,7.823836720891076,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2080,18.06032776465154,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2085,7.709436720891076,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2085,17.945927764651543,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2090,7.558936720891077,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2090,17.795427764651542,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2095,7.371236720891077,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2095,17.607727764651543,Northwest Arctic Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2100,7.135836720891077,North Slope Borough
1975$/GJ,Ref_e10,resid heating modern,d1,refined liquids,fuel furnace,2100,17.372327764651544,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,1975,1.7686667208910762,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,1975,12.005157764651543,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,1990,3.5859667208910766,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,1990,13.822457764651542,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2005,3.8450267208910764,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2005,14.081517764651542,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2010,6.970236720891076,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2010,17.20672776465154,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2015,7.980436720891077,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2015,18.216927764651544,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2020,7.861236720891076,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2020,18.09772776465154,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2025,7.934636720891077,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2025,18.171127764651544,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2030,7.922636720891076,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2030,18.159127764651544,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2035,7.804936720891077,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2035,18.041427764651544,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2040,7.747936720891077,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2040,17.984427764651542,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2045,7.832436720891077,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2045,18.06892776465154,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2050,7.885336720891076,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2050,18.121827764651542,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2055,7.799436720891076,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2055,18.03592776465154,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2060,7.807136720891076,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2060,18.04362776465154,Northwest Arctic Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2065,7.807036720891076,North Slope Borough
1975$/GJ,Ref_e11,resid heating modern,d1,refined liquids,fuel furnace,2065,18.043527764651543,Northwest Arctic Borough
