# internal.gains.scalar = exogenous scalar * degree.days / exogenous degree day norm
region,gcam.consumer,nodeInput,building.node.input,thermal.building.service.input,internal.gains.scalar
HI,resid_d5,resid,resid_building,resid cooling modern_d5,94
HI,resid_d6,resid,resid_building,resid cooling modern_d6,94
HI,resid_d7,resid,resid_building,resid cooling modern_d7,94
HI,resid_d8,resid,resid_building,resid cooling modern_d8,94
HI,resid_d9,resid,resid_building,resid cooling modern_d9,94
HI,resid_d10,resid,resid_building,resid cooling modern_d10,94
HI,resid_d1,resid,resid_building,resid heating coal_d1,0
HI,resid_d2,resid,resid_building,resid heating coal_d2,0
HI,resid_d3,resid,resid_building,resid heating coal_d3,0
HI,resid_d4,resid,resid_building,resid heating coal_d4,0
HI,resid_d5,resid,resid_building,resid heating coal_d5,0
HI,resid_d6,resid,resid_building,resid heating coal_d6,0
HI,resid_d7,resid,resid_building,resid heating coal_d7,0
HI,resid_d8,resid,resid_building,resid heating coal_d8,0
HI,resid_d9,resid,resid_building,resid heating coal_d9,0
HI,resid_d10,resid,resid_building,resid heating coal_d10,0
HI,resid_d1,resid,resid_building,resid heating modern_d1,0
HI,resid_d2,resid,resid_building,resid heating modern_d2,0
HI,resid_d3,resid,resid_building,resid heating modern_d3,0
HI,resid_d4,resid,resid_building,resid heating modern_d4,0
HI,resid_d5,resid,resid_building,resid heating modern_d5,0
HI,resid_d6,resid,resid_building,resid heating modern_d6,0
HI,resid_d7,resid,resid_building,resid heating modern_d7,0
HI,resid_d8,resid,resid_building,resid heating modern_d8,0
HI,resid_d9,resid,resid_building,resid heating modern_d9,0
HI,resid_d10,resid,resid_building,resid heating modern_d10,0
HI,resid_d1,resid,resid_building,resid heating TradBio_d1,0
HI,resid_d2,resid,resid_building,resid heating TradBio_d2,0
HI,resid_d3,resid,resid_building,resid heating TradBio_d3,0
HI,resid_d4,resid,resid_building,resid heating TradBio_d4,0
HI,resid_d5,resid,resid_building,resid heating TradBio_d5,0
HI,resid_d6,resid,resid_building,resid heating TradBio_d6,0
HI,resid_d7,resid,resid_building,resid heating TradBio_d7,0
HI,resid_d8,resid,resid_building,resid heating TradBio_d8,0
HI,resid_d9,resid,resid_building,resid heating TradBio_d9,0
HI,resid_d10,resid,resid_building,resid heating TradBio_d10,0
IA,resid_d1,resid,resid_building,resid cooling modern_d1,279
IA,resid_d2,resid,resid_building,resid cooling modern_d2,279
IA,resid_d3,resid,resid_building,resid cooling modern_d3,279
IA,resid_d4,resid,resid_building,resid cooling modern_d4,279
IA,resid_d5,resid,resid_building,resid cooling modern_d5,279
IA,resid_d6,resid,resid_building,resid cooling modern_d6,279
IA,resid_d7,resid,resid_building,resid cooling modern_d7,279
IA,resid_d8,resid,resid_building,resid cooling modern_d8,279
IA,resid_d9,resid,resid_building,resid cooling modern_d9,279
IA,resid_d10,resid,resid_building,resid cooling modern_d10,279
IA,resid_d1,resid,resid_building,resid heating coal_d1,-1344
IA,resid_d2,resid,resid_building,resid heating coal_d2,-1344
IA,resid_d3,resid,resid_building,resid heating coal_d3,-1344
IA,resid_d4,resid,resid_building,resid heating coal_d4,-1344
IA,resid_d5,resid,resid_building,resid heating coal_d5,-1344
IA,resid_d6,resid,resid_building,resid heating coal_d6,-1344
IA,resid_d7,resid,resid_building,resid heating coal_d7,-1344
IA,resid_d8,resid,resid_building,resid heating coal_d8,-1344
IA,resid_d9,resid,resid_building,resid heating coal_d9,-1344
IA,resid_d10,resid,resid_building,resid heating coal_d10,-1344
IA,resid_d1,resid,resid_building,resid heating modern_d1,-1344
IA,resid_d2,resid,resid_building,resid heating modern_d2,-1344
IA,resid_d3,resid,resid_building,resid heating modern_d3,-1344
IA,resid_d4,resid,resid_building,resid heating modern_d4,-1344
IA,resid_d5,resid,resid_building,resid heating modern_d5,-1344
IA,resid_d6,resid,resid_building,resid heating modern_d6,-1344
IA,resid_d7,resid,resid_building,resid heating modern_d7,-1344
IA,resid_d8,resid,resid_building,resid heating modern_d8,-1344
IA,resid_d9,resid,resid_building,resid heating modern_d9,-1344
IA,resid_d10,resid,resid_building,resid heating modern_d10,-1344
IA,resid_d1,resid,resid_building,resid heating TradBio_d1,-1344
IA,resid_d2,resid,resid_building,resid heating TradBio_d2,-1344
IA,resid_d3,resid,resid_building,resid heating TradBio_d3,-1344
IA,resid_d4,resid,resid_building,resid heating TradBio_d4,-1344
IA,resid_d5,resid,resid_building,resid heating TradBio_d5,-1344
IA,resid_d6,resid,resid_building,resid heating TradBio_d6,-1344
IA,resid_d7,resid,resid_building,resid heating TradBio_d7,-1344
IA,resid_d8,resid,resid_building,resid heating TradBio_d8,-1344
IA,resid_d9,resid,resid_building,resid heating TradBio_d9,-1344
IA,resid_d10,resid,resid_building,resid heating TradBio_d10,-1344
ID,resid_d1,resid,resid_building,resid cooling modern_d1,145
ID,resid_d2,resid,resid_building,resid cooling modern_d2,145
ID,resid_d3,resid,resid_building,resid cooling modern_d3,145
ID,resid_d4,resid,resid_building,resid cooling modern_d4,145
ID,resid_d5,resid,resid_building,resid cooling modern_d5,145
ID,resid_d6,resid,resid_building,resid cooling modern_d6,145
ID,resid_d7,resid,resid_building,resid cooling modern_d7,145
ID,resid_d8,resid,resid_building,resid cooling modern_d8,145
ID,resid_d9,resid,resid_building,resid cooling modern_d9,145
ID,resid_d10,resid,resid_building,resid cooling modern_d10,145
ID,resid_d1,resid,resid_building,resid heating coal_d1,-1426
ID,resid_d2,resid,resid_building,resid heating coal_d2,-1426
ID,resid_d3,resid,resid_building,resid heating coal_d3,-1426
ID,resid_d4,resid,resid_building,resid heating coal_d4,-1426
ID,resid_d5,resid,resid_building,resid heating coal_d5,-1426
ID,resid_d6,resid,resid_building,resid heating coal_d6,-1426
ID,resid_d7,resid,resid_building,resid heating coal_d7,-1426
ID,resid_d8,resid,resid_building,resid heating coal_d8,-1426
ID,resid_d9,resid,resid_building,resid heating coal_d9,-1426
ID,resid_d10,resid,resid_building,resid heating coal_d10,-1426
ID,resid_d1,resid,resid_building,resid heating modern_d1,-1426
ID,resid_d2,resid,resid_building,resid heating modern_d2,-1426
ID,resid_d3,resid,resid_building,resid heating modern_d3,-1426
ID,resid_d4,resid,resid_building,resid heating modern_d4,-1426
ID,resid_d5,resid,resid_building,resid heating modern_d5,-1426
ID,resid_d6,resid,resid_building,resid heating modern_d6,-1426
ID,resid_d7,resid,resid_building,resid heating modern_d7,-1426
ID,resid_d8,resid,resid_building,resid heating modern_d8,-1426
ID,resid_d9,resid,resid_building,resid heating modern_d9,-1426
ID,resid_d10,resid,resid_building,resid heating modern_d10,-1426
ID,resid_d1,resid,resid_building,resid heating TradBio_d1,-1426
ID,resid_d2,resid,resid_building,resid heating TradBio_d2,-1426
ID,resid_d3,resid,resid_building,resid heating TradBio_d3,-1426
ID,resid_d4,resid,resid_building,resid heating TradBio_d4,-1426
ID,resid_d5,resid,resid_building,resid heating TradBio_d5,-1426
ID,resid_d6,resid,resid_building,resid heating TradBio_d6,-1426
ID,resid_d7,resid,resid_building,resid heating TradBio_d7,-1426
ID,resid_d8,resid,resid_building,resid heating TradBio_d8,-1426
ID,resid_d9,resid,resid_building,resid heating TradBio_d9,-1426
ID,resid_d10,resid,resid_building,resid heating TradBio_d10,-1426
IL,resid_d1,resid,resid_building,resid cooling modern_d1,299
IL,resid_d2,resid,resid_building,resid cooling modern_d2,299
IL,resid_d3,resid,resid_building,resid cooling modern_d3,299
IL,resid_d4,resid,resid_building,resid cooling modern_d4,299
IL,resid_d5,resid,resid_building,resid cooling modern_d5,299
IL,resid_d6,resid,resid_building,resid cooling modern_d6,299
IL,resid_d7,resid,resid_building,resid cooling modern_d7,299
IL,resid_d8,resid,resid_building,resid cooling modern_d8,299
IL,resid_d9,resid,resid_building,resid cooling modern_d9,299
IL,resid_d10,resid,resid_building,resid cooling modern_d10,299
IL,resid_d1,resid,resid_building,resid heating coal_d1,-1200
IL,resid_d2,resid,resid_building,resid heating coal_d2,-1200
IL,resid_d3,resid,resid_building,resid heating coal_d3,-1200
IL,resid_d4,resid,resid_building,resid heating coal_d4,-1200
IL,resid_d5,resid,resid_building,resid heating coal_d5,-1200
IL,resid_d6,resid,resid_building,resid heating coal_d6,-1200
IL,resid_d7,resid,resid_building,resid heating coal_d7,-1200
IL,resid_d8,resid,resid_building,resid heating coal_d8,-1200
IL,resid_d9,resid,resid_building,resid heating coal_d9,-1200
IL,resid_d10,resid,resid_building,resid heating coal_d10,-1200
IL,resid_d1,resid,resid_building,resid heating modern_d1,-1200
IL,resid_d2,resid,resid_building,resid heating modern_d2,-1200
IL,resid_d3,resid,resid_building,resid heating modern_d3,-1200
IL,resid_d4,resid,resid_building,resid heating modern_d4,-1200
IL,resid_d5,resid,resid_building,resid heating modern_d5,-1200
IL,resid_d6,resid,resid_building,resid heating modern_d6,-1200
IL,resid_d7,resid,resid_building,resid heating modern_d7,-1200
IL,resid_d8,resid,resid_building,resid heating modern_d8,-1200
IL,resid_d9,resid,resid_building,resid heating modern_d9,-1200
IL,resid_d10,resid,resid_building,resid heating modern_d10,-1200
IL,resid_d1,resid,resid_building,resid heating TradBio_d1,-1200
IL,resid_d2,resid,resid_building,resid heating TradBio_d2,-1200
IL,resid_d3,resid,resid_building,resid heating TradBio_d3,-1200
IL,resid_d4,resid,resid_building,resid heating TradBio_d4,-1200
IL,resid_d5,resid,resid_building,resid heating TradBio_d5,-1200
IL,resid_d6,resid,resid_building,resid heating TradBio_d6,-1200
IL,resid_d7,resid,resid_building,resid heating TradBio_d7,-1200
IL,resid_d8,resid,resid_building,resid heating TradBio_d8,-1200
IL,resid_d9,resid,resid_building,resid heating TradBio_d9,-1200
IL,resid_d10,resid,resid_building,resid heating TradBio_d10,-1200
IN,resid_d1,resid,resid_building,resid cooling modern_d1,307
IN,resid_d2,resid,resid_building,resid cooling modern_d2,307
IN,resid_d3,resid,resid_building,resid cooling modern_d3,307
IN,resid_d4,resid,resid_building,resid cooling modern_d4,307
IN,resid_d5,resid,resid_building,resid cooling modern_d5,307
IN,resid_d6,resid,resid_building,resid cooling modern_d6,307
IN,resid_d7,resid,resid_building,resid cooling modern_d7,307
IN,resid_d8,resid,resid_building,resid cooling modern_d8,307
IN,resid_d9,resid,resid_building,resid cooling modern_d9,307
IN,resid_d10,resid,resid_building,resid cooling modern_d10,307
IN,resid_d1,resid,resid_building,resid heating coal_d1,-1083
IN,resid_d2,resid,resid_building,resid heating coal_d2,-1083
IN,resid_d3,resid,resid_building,resid heating coal_d3,-1083
IN,resid_d4,resid,resid_building,resid heating coal_d4,-1083
IN,resid_d5,resid,resid_building,resid heating coal_d5,-1083
IN,resid_d6,resid,resid_building,resid heating coal_d6,-1083
IN,resid_d7,resid,resid_building,resid heating coal_d7,-1083
IN,resid_d8,resid,resid_building,resid heating coal_d8,-1083
IN,resid_d9,resid,resid_building,resid heating coal_d9,-1083
IN,resid_d10,resid,resid_building,resid heating coal_d10,-1083
IN,resid_d1,resid,resid_building,resid heating modern_d1,-1083
IN,resid_d2,resid,resid_building,resid heating modern_d2,-1083
IN,resid_d3,resid,resid_building,resid heating modern_d3,-1083
IN,resid_d4,resid,resid_building,resid heating modern_d4,-1083
IN,resid_d5,resid,resid_building,resid heating modern_d5,-1083
IN,resid_d6,resid,resid_building,resid heating modern_d6,-1083
IN,resid_d7,resid,resid_building,resid heating modern_d7,-1083
IN,resid_d8,resid,resid_building,resid heating modern_d8,-1083
IN,resid_d9,resid,resid_building,resid heating modern_d9,-1083
IN,resid_d10,resid,resid_building,resid heating modern_d10,-1083
IN,resid_d1,resid,resid_building,resid heating TradBio_d1,-1083
IN,resid_d2,resid,resid_building,resid heating TradBio_d2,-1083
IN,resid_d3,resid,resid_building,resid heating TradBio_d3,-1083
IN,resid_d4,resid,resid_building,resid heating TradBio_d4,-1083
IN,resid_d5,resid,resid_building,resid heating TradBio_d5,-1083
IN,resid_d6,resid,resid_building,resid heating TradBio_d6,-1083
IN,resid_d7,resid,resid_building,resid heating TradBio_d7,-1083
IN,resid_d8,resid,resid_building,resid heating TradBio_d8,-1083
IN,resid_d9,resid,resid_building,resid heating TradBio_d9,-1083
IN,resid_d10,resid,resid_building,resid heating TradBio_d10,-1083
KS,resid_d1,resid,resid_building,resid cooling modern_d1,486
KS,resid_d2,resid,resid_building,resid cooling modern_d2,486
KS,resid_d3,resid,resid_building,resid cooling modern_d3,486
KS,resid_d4,resid,resid_building,resid cooling modern_d4,486
KS,resid_d5,resid,resid_building,resid cooling modern_d5,486
KS,resid_d6,resid,resid_building,resid cooling modern_d6,486
KS,resid_d7,resid,resid_building,resid cooling modern_d7,486
KS,resid_d8,resid,resid_building,resid cooling modern_d8,486
KS,resid_d9,resid,resid_building,resid cooling modern_d9,486
KS,resid_d10,resid,resid_building,resid cooling modern_d10,486
KS,resid_d1,resid,resid_building,resid heating coal_d1,-971
KS,resid_d2,resid,resid_building,resid heating coal_d2,-971
KS,resid_d3,resid,resid_building,resid heating coal_d3,-971
KS,resid_d4,resid,resid_building,resid heating coal_d4,-971
KS,resid_d5,resid,resid_building,resid heating coal_d5,-971
KS,resid_d6,resid,resid_building,resid heating coal_d6,-971
KS,resid_d7,resid,resid_building,resid heating coal_d7,-971
KS,resid_d8,resid,resid_building,resid heating coal_d8,-971
KS,resid_d9,resid,resid_building,resid heating coal_d9,-971
KS,resid_d10,resid,resid_building,resid heating coal_d10,-971
KS,resid_d1,resid,resid_building,resid heating modern_d1,-971
KS,resid_d2,resid,resid_building,resid heating modern_d2,-971
KS,resid_d3,resid,resid_building,resid heating modern_d3,-971
KS,resid_d4,resid,resid_building,resid heating modern_d4,-971
KS,resid_d5,resid,resid_building,resid heating modern_d5,-971
KS,resid_d6,resid,resid_building,resid heating modern_d6,-971
KS,resid_d7,resid,resid_building,resid heating modern_d7,-971
KS,resid_d8,resid,resid_building,resid heating modern_d8,-971
KS,resid_d9,resid,resid_building,resid heating modern_d9,-971
KS,resid_d10,resid,resid_building,resid heating modern_d10,-971
KS,resid_d1,resid,resid_building,resid heating TradBio_d1,-971
KS,resid_d2,resid,resid_building,resid heating TradBio_d2,-971
KS,resid_d3,resid,resid_building,resid heating TradBio_d3,-971
KS,resid_d4,resid,resid_building,resid heating TradBio_d4,-971
KS,resid_d5,resid,resid_building,resid heating TradBio_d5,-971
KS,resid_d6,resid,resid_building,resid heating TradBio_d6,-971
KS,resid_d7,resid,resid_building,resid heating TradBio_d7,-971
KS,resid_d8,resid,resid_building,resid heating TradBio_d8,-971
KS,resid_d9,resid,resid_building,resid heating TradBio_d9,-971
KS,resid_d10,resid,resid_building,resid heating TradBio_d10,-971
KY,resid_d1,resid,resid_building,resid cooling modern_d1,375
KY,resid_d2,resid,resid_building,resid cooling modern_d2,375
KY,resid_d3,resid,resid_building,resid cooling modern_d3,375
KY,resid_d4,resid,resid_building,resid cooling modern_d4,375
KY,resid_d5,resid,resid_building,resid cooling modern_d5,375
KY,resid_d6,resid,resid_building,resid cooling modern_d6,375
KY,resid_d7,resid,resid_building,resid cooling modern_d7,375
KY,resid_d8,resid,resid_building,resid cooling modern_d8,375
KY,resid_d9,resid,resid_building,resid cooling modern_d9,375
KY,resid_d10,resid,resid_building,resid cooling modern_d10,375
KY,resid_d1,resid,resid_building,resid heating coal_d1,-872
KY,resid_d2,resid,resid_building,resid heating coal_d2,-872
KY,resid_d3,resid,resid_building,resid heating coal_d3,-872
KY,resid_d4,resid,resid_building,resid heating coal_d4,-872
KY,resid_d5,resid,resid_building,resid heating coal_d5,-872
KY,resid_d6,resid,resid_building,resid heating coal_d6,-872
KY,resid_d7,resid,resid_building,resid heating coal_d7,-872
KY,resid_d8,resid,resid_building,resid heating coal_d8,-872
KY,resid_d9,resid,resid_building,resid heating coal_d9,-872
KY,resid_d10,resid,resid_building,resid heating coal_d10,-872
KY,resid_d1,resid,resid_building,resid heating modern_d1,-872
KY,resid_d2,resid,resid_building,resid heating modern_d2,-872
KY,resid_d3,resid,resid_building,resid heating modern_d3,-872
KY,resid_d4,resid,resid_building,resid heating modern_d4,-872
KY,resid_d5,resid,resid_building,resid heating modern_d5,-872
KY,resid_d6,resid,resid_building,resid heating modern_d6,-872
KY,resid_d7,resid,resid_building,resid heating modern_d7,-872
KY,resid_d8,resid,resid_building,resid heating modern_d8,-872
KY,resid_d9,resid,resid_building,resid heating modern_d9,-872
KY,resid_d10,resid,resid_building,resid heating modern_d10,-872
KY,resid_d1,resid,resid_building,resid heating TradBio_d1,-872
KY,resid_d2,resid,resid_building,resid heating TradBio_d2,-872
KY,resid_d3,resid,resid_building,resid heating TradBio_d3,-872
KY,resid_d4,resid,resid_building,resid heating TradBio_d4,-872
KY,resid_d5,resid,resid_building,resid heating TradBio_d5,-872
KY,resid_d6,resid,resid_building,resid heating TradBio_d6,-872
KY,resid_d7,resid,resid_building,resid heating TradBio_d7,-872
KY,resid_d8,resid,resid_building,resid heating TradBio_d8,-872
KY,resid_d9,resid,resid_building,resid heating TradBio_d9,-872
KY,resid_d10,resid,resid_building,resid heating TradBio_d10,-872
LA,resid_d1,resid,resid_building,resid cooling modern_d1,762
LA,resid_d2,resid,resid_building,resid cooling modern_d2,762
LA,resid_d3,resid,resid_building,resid cooling modern_d3,762
LA,resid_d4,resid,resid_building,resid cooling modern_d4,762
LA,resid_d5,resid,resid_building,resid cooling modern_d5,762
LA,resid_d6,resid,resid_building,resid cooling modern_d6,762
LA,resid_d7,resid,resid_building,resid cooling modern_d7,762
LA,resid_d8,resid,resid_building,resid cooling modern_d8,762
LA,resid_d9,resid,resid_building,resid cooling modern_d9,762
LA,resid_d10,resid,resid_building,resid cooling modern_d10,762
LA,resid_d1,resid,resid_building,resid heating coal_d1,-281
LA,resid_d2,resid,resid_building,resid heating coal_d2,-281
LA,resid_d3,resid,resid_building,resid heating coal_d3,-281
LA,resid_d4,resid,resid_building,resid heating coal_d4,-281
LA,resid_d5,resid,resid_building,resid heating coal_d5,-281
LA,resid_d6,resid,resid_building,resid heating coal_d6,-281
LA,resid_d7,resid,resid_building,resid heating coal_d7,-281
LA,resid_d8,resid,resid_building,resid heating coal_d8,-281
LA,resid_d9,resid,resid_building,resid heating coal_d9,-281
LA,resid_d10,resid,resid_building,resid heating coal_d10,-281
LA,resid_d1,resid,resid_building,resid heating modern_d1,-281
LA,resid_d2,resid,resid_building,resid heating modern_d2,-281
LA,resid_d3,resid,resid_building,resid heating modern_d3,-281
LA,resid_d4,resid,resid_building,resid heating modern_d4,-281
LA,resid_d5,resid,resid_building,resid heating modern_d5,-281
LA,resid_d6,resid,resid_building,resid heating modern_d6,-281
LA,resid_d7,resid,resid_building,resid heating modern_d7,-281
LA,resid_d8,resid,resid_building,resid heating modern_d8,-281
LA,resid_d9,resid,resid_building,resid heating modern_d9,-281
LA,resid_d10,resid,resid_building,resid heating modern_d10,-281
LA,resid_d1,resid,resid_building,resid heating TradBio_d1,-281
LA,resid_d2,resid,resid_building,resid heating TradBio_d2,-281
LA,resid_d3,resid,resid_building,resid heating TradBio_d3,-281
LA,resid_d4,resid,resid_building,resid heating TradBio_d4,-281
LA,resid_d5,resid,resid_building,resid heating TradBio_d5,-281
LA,resid_d6,resid,resid_building,resid heating TradBio_d6,-281
LA,resid_d7,resid,resid_building,resid heating TradBio_d7,-281
LA,resid_d8,resid,resid_building,resid heating TradBio_d8,-281
LA,resid_d9,resid,resid_building,resid heating TradBio_d9,-281
LA,resid_d10,resid,resid_building,resid heating TradBio_d10,-281
MA,resid_d1,resid,resid_building,resid cooling modern_d1,156
MA,resid_d2,resid,resid_building,resid cooling modern_d2,156
MA,resid_d3,resid,resid_building,resid cooling modern_d3,156
MA,resid_d4,resid,resid_building,resid cooling modern_d4,156
MA,resid_d5,resid,resid_building,resid cooling modern_d5,156
MA,resid_d6,resid,resid_building,resid cooling modern_d6,156
MA,resid_d7,resid,resid_building,resid cooling modern_d7,156
MA,resid_d8,resid,resid_building,resid cooling modern_d8,156
MA,resid_d9,resid,resid_building,resid cooling modern_d9,156
MA,resid_d10,resid,resid_building,resid cooling modern_d10,156
MA,resid_d1,resid,resid_building,resid heating coal_d1,-1015
MA,resid_d2,resid,resid_building,resid heating coal_d2,-1015
MA,resid_d3,resid,resid_building,resid heating coal_d3,-1015
MA,resid_d4,resid,resid_building,resid heating coal_d4,-1015
MA,resid_d5,resid,resid_building,resid heating coal_d5,-1015
MA,resid_d6,resid,resid_building,resid heating coal_d6,-1015
MA,resid_d7,resid,resid_building,resid heating coal_d7,-1015
MA,resid_d8,resid,resid_building,resid heating coal_d8,-1015
MA,resid_d9,resid,resid_building,resid heating coal_d9,-1015
MA,resid_d10,resid,resid_building,resid heating coal_d10,-1015
MA,resid_d1,resid,resid_building,resid heating modern_d1,-1015
MA,resid_d2,resid,resid_building,resid heating modern_d2,-1015
MA,resid_d3,resid,resid_building,resid heating modern_d3,-1015
MA,resid_d4,resid,resid_building,resid heating modern_d4,-1015
MA,resid_d5,resid,resid_building,resid heating modern_d5,-1015
MA,resid_d6,resid,resid_building,resid heating modern_d6,-1015
MA,resid_d7,resid,resid_building,resid heating modern_d7,-1015
MA,resid_d8,resid,resid_building,resid heating modern_d8,-1015
MA,resid_d9,resid,resid_building,resid heating modern_d9,-1015
MA,resid_d10,resid,resid_building,resid heating modern_d10,-1015
MA,resid_d1,resid,resid_building,resid heating TradBio_d1,-1015
MA,resid_d2,resid,resid_building,resid heating TradBio_d2,-1015
MA,resid_d3,resid,resid_building,resid heating TradBio_d3,-1015
MA,resid_d4,resid,resid_building,resid heating TradBio_d4,-1015
MA,resid_d5,resid,resid_building,resid heating TradBio_d5,-1015
MA,resid_d6,resid,resid_building,resid heating TradBio_d6,-1015
MA,resid_d7,resid,resid_building,resid heating TradBio_d7,-1015
MA,resid_d8,resid,resid_building,resid heating TradBio_d8,-1015
MA,resid_d9,resid,resid_building,resid heating TradBio_d9,-1015
MA,resid_d10,resid,resid_building,resid heating TradBio_d10,-1015
MD,resid_d1,resid,resid_building,resid cooling modern_d1,355
MD,resid_d2,resid,resid_building,resid cooling modern_d2,355
MD,resid_d3,resid,resid_building,resid cooling modern_d3,355
MD,resid_d4,resid,resid_building,resid cooling modern_d4,355
MD,resid_d5,resid,resid_building,resid cooling modern_d5,355
MD,resid_d6,resid,resid_building,resid cooling modern_d6,355
MD,resid_d7,resid,resid_building,resid cooling modern_d7,355
MD,resid_d8,resid,resid_building,resid cooling modern_d8,355
MD,resid_d9,resid,resid_building,resid cooling modern_d9,355
MD,resid_d10,resid,resid_building,resid cooling modern_d10,355
MD,resid_d1,resid,resid_building,resid heating coal_d1,-806
MD,resid_d2,resid,resid_building,resid heating coal_d2,-806
MD,resid_d3,resid,resid_building,resid heating coal_d3,-806
MD,resid_d4,resid,resid_building,resid heating coal_d4,-806
MD,resid_d5,resid,resid_building,resid heating coal_d5,-806
MD,resid_d6,resid,resid_building,resid heating coal_d6,-806
MD,resid_d7,resid,resid_building,resid heating coal_d7,-806
MD,resid_d8,resid,resid_building,resid heating coal_d8,-806
MD,resid_d9,resid,resid_building,resid heating coal_d9,-806
MD,resid_d10,resid,resid_building,resid heating coal_d10,-806
MD,resid_d1,resid,resid_building,resid heating modern_d1,-806
MD,resid_d2,resid,resid_building,resid heating modern_d2,-806
MD,resid_d3,resid,resid_building,resid heating modern_d3,-806
MD,resid_d4,resid,resid_building,resid heating modern_d4,-806
MD,resid_d5,resid,resid_building,resid heating modern_d5,-806
MD,resid_d6,resid,resid_building,resid heating modern_d6,-806
MD,resid_d7,resid,resid_building,resid heating modern_d7,-806
MD,resid_d8,resid,resid_building,resid heating modern_d8,-806
MD,resid_d9,resid,resid_building,resid heating modern_d9,-806
MD,resid_d10,resid,resid_building,resid heating modern_d10,-806
MD,resid_d1,resid,resid_building,resid heating TradBio_d1,-806
MD,resid_d2,resid,resid_building,resid heating TradBio_d2,-806
MD,resid_d3,resid,resid_building,resid heating TradBio_d3,-806
MD,resid_d4,resid,resid_building,resid heating TradBio_d4,-806
MD,resid_d5,resid,resid_building,resid heating TradBio_d5,-806
MD,resid_d6,resid,resid_building,resid heating TradBio_d6,-806
MD,resid_d7,resid,resid_building,resid heating TradBio_d7,-806
MD,resid_d8,resid,resid_building,resid heating TradBio_d8,-806
MD,resid_d9,resid,resid_building,resid heating TradBio_d9,-806
MD,resid_d10,resid,resid_building,resid heating TradBio_d10,-806
ME,resid_d1,resid,resid_building,resid cooling modern_d1,82
ME,resid_d2,resid,resid_building,resid cooling modern_d2,82
ME,resid_d3,resid,resid_building,resid cooling modern_d3,82
ME,resid_d4,resid,resid_building,resid cooling modern_d4,82
ME,resid_d5,resid,resid_building,resid cooling modern_d5,82
ME,resid_d6,resid,resid_building,resid cooling modern_d6,82
ME,resid_d7,resid,resid_building,resid cooling modern_d7,82
ME,resid_d8,resid,resid_building,resid cooling modern_d8,82
ME,resid_d9,resid,resid_building,resid cooling modern_d9,82
ME,resid_d10,resid,resid_building,resid cooling modern_d10,82
ME,resid_d1,resid,resid_building,resid heating coal_d1,-1449
ME,resid_d2,resid,resid_building,resid heating coal_d2,-1449
ME,resid_d3,resid,resid_building,resid heating coal_d3,-1449
ME,resid_d4,resid,resid_building,resid heating coal_d4,-1449
ME,resid_d5,resid,resid_building,resid heating coal_d5,-1449
ME,resid_d6,resid,resid_building,resid heating coal_d6,-1449
ME,resid_d7,resid,resid_building,resid heating coal_d7,-1449
ME,resid_d8,resid,resid_building,resid heating coal_d8,-1449
ME,resid_d9,resid,resid_building,resid heating coal_d9,-1449
ME,resid_d10,resid,resid_building,resid heating coal_d10,-1449
ME,resid_d1,resid,resid_building,resid heating modern_d1,-1449
ME,resid_d2,resid,resid_building,resid heating modern_d2,-1449
ME,resid_d3,resid,resid_building,resid heating modern_d3,-1449
ME,resid_d4,resid,resid_building,resid heating modern_d4,-1449
ME,resid_d5,resid,resid_building,resid heating modern_d5,-1449
ME,resid_d6,resid,resid_building,resid heating modern_d6,-1449
ME,resid_d7,resid,resid_building,resid heating modern_d7,-1449
ME,resid_d8,resid,resid_building,resid heating modern_d8,-1449
ME,resid_d9,resid,resid_building,resid heating modern_d9,-1449
ME,resid_d10,resid,resid_building,resid heating modern_d10,-1449
ME,resid_d1,resid,resid_building,resid heating TradBio_d1,-1449
ME,resid_d2,resid,resid_building,resid heating TradBio_d2,-1449
ME,resid_d3,resid,resid_building,resid heating TradBio_d3,-1449
ME,resid_d4,resid,resid_building,resid heating TradBio_d4,-1449
ME,resid_d5,resid,resid_building,resid heating TradBio_d5,-1449
ME,resid_d6,resid,resid_building,resid heating TradBio_d6,-1449
ME,resid_d7,resid,resid_building,resid heating TradBio_d7,-1449
ME,resid_d8,resid,resid_building,resid heating TradBio_d8,-1449
ME,resid_d9,resid,resid_building,resid heating TradBio_d9,-1449
ME,resid_d10,resid,resid_building,resid heating TradBio_d10,-1449
MI,resid_d1,resid,resid_building,resid cooling modern_d1,192
MI,resid_d2,resid,resid_building,resid cooling modern_d2,192
MI,resid_d3,resid,resid_building,resid cooling modern_d3,192
MI,resid_d4,resid,resid_building,resid cooling modern_d4,192
MI,resid_d5,resid,resid_building,resid cooling modern_d5,192
MI,resid_d6,resid,resid_building,resid cooling modern_d6,192
MI,resid_d7,resid,resid_building,resid cooling modern_d7,192
MI,resid_d8,resid,resid_building,resid cooling modern_d8,192
MI,resid_d9,resid,resid_building,resid cooling modern_d9,192
MI,resid_d10,resid,resid_building,resid cooling modern_d10,192
MI,resid_d1,resid,resid_building,resid heating coal_d1,-1327
MI,resid_d2,resid,resid_building,resid heating coal_d2,-1327
MI,resid_d3,resid,resid_building,resid heating coal_d3,-1327
MI,resid_d4,resid,resid_building,resid heating coal_d4,-1327
MI,resid_d5,resid,resid_building,resid heating coal_d5,-1327
