# internal.gains.scalar = exogenous scalar * degree.days / exogenous degree day norm
region,gcam.consumer,nodeInput,building.node.input,thermal.building.service.input,internal.gains.scalar
MI,resid_d6,resid,resid_building,resid heating coal_d6,-1327
MI,resid_d7,resid,resid_building,resid heating coal_d7,-1327
MI,resid_d8,resid,resid_building,resid heating coal_d8,-1327
MI,resid_d9,resid,resid_building,resid heating coal_d9,-1327
MI,resid_d10,resid,resid_building,resid heating coal_d10,-1327
MI,resid_d1,resid,resid_building,resid heating modern_d1,-1327
MI,resid_d2,resid,resid_building,resid heating modern_d2,-1327
MI,resid_d3,resid,resid_building,resid heating modern_d3,-1327
MI,resid_d4,resid,resid_building,resid heating modern_d4,-1327
MI,resid_d5,resid,resid_building,resid heating modern_d5,-1327
MI,resid_d6,resid,resid_building,resid heating modern_d6,-1327
MI,resid_d7,resid,resid_building,resid heating modern_d7,-1327
MI,resid_d8,resid,resid_building,resid heating modern_d8,-1327
MI,resid_d9,resid,resid_building,resid heating modern_d9,-1327
MI,resid_d10,resid,resid_building,resid heating modern_d10,-1327
MI,resid_d1,resid,resid_building,resid heating TradBio_d1,-1327
MI,resid_d2,resid,resid_building,resid heating TradBio_d2,-1327
MI,resid_d3,resid,resid_building,resid heating TradBio_d3,-1327
MI,resid_d4,resid,resid_building,resid heating TradBio_d4,-1327
MI,resid_d5,resid,resid_building,resid heating TradBio_d5,-1327
MI,resid_d6,resid,resid_building,resid heating TradBio_d6,-1327
MI,resid_d7,resid,resid_building,resid heating TradBio_d7,-1327
MI,resid_d8,resid,resid_building,resid heating TradBio_d8,-1327
MI,resid_d9,resid,resid_building,resid heating TradBio_d9,-1327
MI,resid_d10,resid,resid_building,resid heating TradBio_d10,-1327
MN,resid_d1,resid,resid_building,resid cooling modern_d1,177
MN,resid_d2,resid,resid_building,resid cooling modern_d2,177
MN,resid_d3,resid,resid_building,resid cooling modern_d3,177
MN,resid_d4,resid,resid_building,resid cooling modern_d4,177
MN,resid_d5,resid,resid_building,resid cooling modern_d5,177
MN,resid_d6,resid,resid_building,resid cooling modern_d6,177
MN,resid_d7,resid,resid_building,resid cooling modern_d7,177
MN,resid_d8,resid,resid_building,resid cooling modern_d8,177
MN,resid_d9,resid,resid_building,resid cooling modern_d9,177
MN,resid_d10,resid,resid_building,resid cooling modern_d10,177
MN,resid_d1,resid,resid_building,resid heating coal_d1,-1639
MN,resid_d2,resid,resid_building,resid heating coal_d2,-1639
MN,resid_d3,resid,resid_building,resid heating coal_d3,-1639
MN,resid_d4,resid,resid_building,resid heating coal_d4,-1639
MN,resid_d5,resid,resid_building,resid heating coal_d5,-1639
MN,resid_d6,resid,resid_building,resid heating coal_d6,-1639
MN,resid_d7,resid,resid_building,resid heating coal_d7,-1639
MN,resid_d8,resid,resid_building,resid heating coal_d8,-1639
MN,resid_d9,resid,resid_building,resid heating coal_d9,-1639
MN,resid_d10,resid,resid_building,resid heating coal_d10,-1639
MN,resid_d1,resid,resid_building,resid heating modern_d1,-1639
MN,resid_d2,resid,resid_building,resid heating modern_d2,-1639
MN,resid_d3,resid,resid_building,resid heating modern_d3,-1639
MN,resid_d4,resid,resid_building,resid heating modern_d4,-1639
MN,resid_d5,resid,resid_building,resid heating modern_d5,-1639
MN,resid_d6,resid,resid_building,resid heating modern_d6,-1639
MN,resid_d7,resid,resid_building,resid heating modern_d7,-1639
MN,resid_d8,resid,resid_building,resid heating modern_d8,-1639
MN,resid_d9,resid,resid_building,resid heating modern_d9,-1639
MN,resid_d10,resid,resid_building,resid heating modern_d10,-1639
MN,resid_d1,resid,resid_building,resid heating TradBio_d1,-1639
MN,resid_d2,resid,resid_building,resid heating TradBio_d2,-1639
MN,resid_d3,resid,resid_building,resid heating TradBio_d3,-1639
MN,resid_d4,resid,resid_building,resid heating TradBio_d4,-1639
MN,resid_d5,resid,resid_building,resid heating TradBio_d5,-1639
MN,resid_d6,resid,resid_building,resid heating TradBio_d6,-1639
MN,resid_d7,resid,resid_building,resid heating TradBio_d7,-1639
MN,resid_d8,resid,resid_building,resid heating TradBio_d8,-1639
MN,resid_d9,resid,resid_building,resid heating TradBio_d9,-1639
MN,resid_d10,resid,resid_building,resid heating TradBio_d10,-1639
MO,resid_d1,resid,resid_building,resid cooling modern_d1,449
MO,resid_d2,resid,resid_building,resid cooling modern_d2,449
MO,resid_d3,resid,resid_building,resid cooling modern_d3,449
MO,resid_d4,resid,resid_building,resid cooling modern_d4,449
MO,resid_d5,resid,resid_building,resid cooling modern_d5,449
MO,resid_d6,resid,resid_building,resid cooling modern_d6,449
MO,resid_d7,resid,resid_building,resid cooling modern_d7,449
MO,resid_d8,resid,resid_building,resid cooling modern_d8,449
MO,resid_d9,resid,resid_building,resid cooling modern_d9,449
MO,resid_d10,resid,resid_building,resid cooling modern_d10,449
MO,resid_d1,resid,resid_building,resid heating coal_d1,-939
MO,resid_d2,resid,resid_building,resid heating coal_d2,-939
MO,resid_d3,resid,resid_building,resid heating coal_d3,-939
MO,resid_d4,resid,resid_building,resid heating coal_d4,-939
MO,resid_d5,resid,resid_building,resid heating coal_d5,-939
MO,resid_d6,resid,resid_building,resid heating coal_d6,-939
MO,resid_d7,resid,resid_building,resid heating coal_d7,-939
MO,resid_d8,resid,resid_building,resid heating coal_d8,-939
MO,resid_d9,resid,resid_building,resid heating coal_d9,-939
MO,resid_d10,resid,resid_building,resid heating coal_d10,-939
MO,resid_d1,resid,resid_building,resid heating modern_d1,-939
MO,resid_d2,resid,resid_building,resid heating modern_d2,-939
MO,resid_d3,resid,resid_building,resid heating modern_d3,-939
MO,resid_d4,resid,resid_building,resid heating modern_d4,-939
MO,resid_d5,resid,resid_building,resid heating modern_d5,-939
MO,resid_d6,resid,resid_building,resid heating modern_d6,-939
MO,resid_d7,resid,resid_building,resid heating modern_d7,-939
MO,resid_d8,resid,resid_building,resid heating modern_d8,-939
MO,resid_d9,resid,resid_building,resid heating modern_d9,-939
MO,resid_d10,resid,resid_building,resid heating modern_d10,-939
MO,resid_d1,resid,resid_building,resid heating TradBio_d1,-939
MO,resid_d2,resid,resid_building,resid heating TradBio_d2,-939
MO,resid_d3,resid,resid_building,resid heating TradBio_d3,-939
MO,resid_d4,resid,resid_building,resid heating TradBio_d4,-939
MO,resid_d5,resid,resid_building,resid heating TradBio_d5,-939
MO,resid_d6,resid,resid_building,resid heating TradBio_d6,-939
MO,resid_d7,resid,resid_building,resid heating TradBio_d7,-939
MO,resid_d8,resid,resid_building,resid heating TradBio_d8,-939
MO,resid_d9,resid,resid_building,resid heating TradBio_d9,-939
MO,resid_d10,resid,resid_building,resid heating TradBio_d10,-939
MS,resid_d1,resid,resid_building,resid cooling modern_d1,630
MS,resid_d2,resid,resid_building,resid cooling modern_d2,630
MS,resid_d3,resid,resid_building,resid cooling modern_d3,630
MS,resid_d4,resid,resid_building,resid cooling modern_d4,630
MS,resid_d5,resid,resid_building,resid cooling modern_d5,630
MS,resid_d6,resid,resid_building,resid cooling modern_d6,630
MS,resid_d7,resid,resid_building,resid cooling modern_d7,630
MS,resid_d8,resid,resid_building,resid cooling modern_d8,630
MS,resid_d9,resid,resid_building,resid cooling modern_d9,630
MS,resid_d10,resid,resid_building,resid cooling modern_d10,630
MS,resid_d1,resid,resid_building,resid heating coal_d1,-414
MS,resid_d2,resid,resid_building,resid heating coal_d2,-414
MS,resid_d3,resid,resid_building,resid heating coal_d3,-414
MS,resid_d4,resid,resid_building,resid heating coal_d4,-414
MS,resid_d5,resid,resid_building,resid heating coal_d5,-414
MS,resid_d6,resid,resid_building,resid heating coal_d6,-414
MS,resid_d7,resid,resid_building,resid heating coal_d7,-414
MS,resid_d8,resid,resid_building,resid heating coal_d8,-414
MS,resid_d9,resid,resid_building,resid heating coal_d9,-414
MS,resid_d10,resid,resid_building,resid heating coal_d10,-414
MS,resid_d1,resid,resid_building,resid heating modern_d1,-414
MS,resid_d2,resid,resid_building,resid heating modern_d2,-414
MS,resid_d3,resid,resid_building,resid heating modern_d3,-414
MS,resid_d4,resid,resid_building,resid heating modern_d4,-414
MS,resid_d5,resid,resid_building,resid heating modern_d5,-414
MS,resid_d6,resid,resid_building,resid heating modern_d6,-414
MS,resid_d7,resid,resid_building,resid heating modern_d7,-414
MS,resid_d8,resid,resid_building,resid heating modern_d8,-414
MS,resid_d9,resid,resid_building,resid heating modern_d9,-414
MS,resid_d10,resid,resid_building,resid heating modern_d10,-414
MS,resid_d1,resid,resid_building,resid heating TradBio_d1,-414
MS,resid_d2,resid,resid_building,resid heating TradBio_d2,-414
MS,resid_d3,resid,resid_building,resid heating TradBio_d3,-414
MS,resid_d4,resid,resid_building,resid heating TradBio_d4,-414
MS,resid_d5,resid,resid_building,resid heating TradBio_d5,-414
MS,resid_d6,resid,resid_building,resid heating TradBio_d6,-414
MS,resid_d7,resid,resid_building,resid heating TradBio_d7,-414
MS,resid_d8,resid,resid_building,resid heating TradBio_d8,-414
MS,resid_d9,resid,resid_building,resid heating TradBio_d9,-414
MS,resid_d10,resid,resid_building,resid heating TradBio_d10,-414
MT,resid_d1,resid,resid_building,resid cooling modern_d1,89
MT,resid_d2,resid,resid_building,resid cooling modern_d2,89
MT,resid_d3,resid,resid_building,resid cooling modern_d3,89
MT,resid_d4,resid,resid_building,resid cooling modern_d4,89
MT,resid_d5,resid,resid_building,resid cooling modern_d5,89
MT,resid_d6,resid,resid_building,resid cooling modern_d6,89
MT,resid_d7,resid,resid_building,resid cooling modern_d7,89
MT,resid_d8,resid,resid_building,resid cooling modern_d8,89
MT,resid_d9,resid,resid_building,resid cooling modern_d9,89
MT,resid_d10,resid,resid_building,resid cooling modern_d10,89
MT,resid_d1,resid,resid_building,resid heating coal_d1,-1669
MT,resid_d2,resid,resid_building,resid heating coal_d2,-1669
MT,resid_d3,resid,resid_building,resid heating coal_d3,-1669
MT,resid_d4,resid,resid_building,resid heating coal_d4,-1669
MT,resid_d5,resid,resid_building,resid heating coal_d5,-1669
MT,resid_d6,resid,resid_building,resid heating coal_d6,-1669
MT,resid_d7,resid,resid_building,resid heating coal_d7,-1669
MT,resid_d8,resid,resid_building,resid heating coal_d8,-1669
MT,resid_d9,resid,resid_building,resid heating coal_d9,-1669
MT,resid_d10,resid,resid_building,resid heating coal_d10,-1669
MT,resid_d1,resid,resid_building,resid heating modern_d1,-1669
MT,resid_d2,resid,resid_building,resid heating modern_d2,-1669
MT,resid_d3,resid,resid_building,resid heating modern_d3,-1669
MT,resid_d4,resid,resid_building,resid heating modern_d4,-1669
MT,resid_d5,resid,resid_building,resid heating modern_d5,-1669
MT,resid_d6,resid,resid_building,resid heating modern_d6,-1669
MT,resid_d7,resid,resid_building,resid heating modern_d7,-1669
MT,resid_d8,resid,resid_building,resid heating modern_d8,-1669
MT,resid_d9,resid,resid_building,resid heating modern_d9,-1669
MT,resid_d10,resid,resid_building,resid heating modern_d10,-1669
MT,resid_d1,resid,resid_building,resid heating TradBio_d1,-1669
MT,resid_d2,resid,resid_building,resid heating TradBio_d2,-1669
MT,resid_d3,resid,resid_building,resid heating TradBio_d3,-1669
MT,resid_d4,resid,resid_building,resid heating TradBio_d4,-1669
MT,resid_d5,resid,resid_building,resid heating TradBio_d5,-1669
MT,resid_d6,resid,resid_building,resid heating TradBio_d6,-1669
MT,resid_d7,resid,resid_building,resid heating TradBio_d7,-1669
MT,resid_d8,resid,resid_building,resid heating TradBio_d8,-1669
MT,resid_d9,resid,resid_building,resid heating TradBio_d9,-1669
MT,resid_d10,resid,resid_building,resid heating TradBio_d10,-1669
NC,resid_d1,resid,resid_building,resid cooling modern_d1,446
NC,resid_d2,resid,resid_building,resid cooling modern_d2,446
NC,resid_d3,resid,resid_building,resid cooling modern_d3,446
NC,resid_d4,resid,resid_building,resid cooling modern_d4,446
NC,resid_d5,resid,resid_building,resid cooling modern_d5,446
NC,resid_d6,resid,resid_building,resid cooling modern_d6,446
NC,resid_d7,resid,resid_building,resid cooling modern_d7,446
NC,resid_d8,resid,resid_building,resid cooling modern_d8,446
NC,resid_d9,resid,resid_building,resid cooling modern_d9,446
NC,resid_d10,resid,resid_building,resid cooling modern_d10,446
NC,resid_d1,resid,resid_building,resid heating coal_d1,-624
NC,resid_d2,resid,resid_building,resid heating coal_d2,-624
NC,resid_d3,resid,resid_building,resid heating coal_d3,-624
NC,resid_d4,resid,resid_building,resid heating coal_d4,-624
NC,resid_d5,resid,resid_building,resid heating coal_d5,-624
NC,resid_d6,resid,resid_building,resid heating coal_d6,-624
NC,resid_d7,resid,resid_building,resid heating coal_d7,-624
NC,resid_d8,resid,resid_building,resid heating coal_d8,-624
NC,resid_d9,resid,resid_building,resid heating coal_d9,-624
NC,resid_d10,resid,resid_building,resid heating coal_d10,-624
NC,resid_d1,resid,resid_building,resid heating modern_d1,-624
NC,resid_d2,resid,resid_building,resid heating modern_d2,-624
NC,resid_d3,resid,resid_building,resid heating modern_d3,-624
NC,resid_d4,resid,resid_building,resid heating modern_d4,-624
NC,resid_d5,resid,resid_building,resid heating modern_d5,-624
NC,resid_d6,resid,resid_building,resid heating modern_d6,-624
NC,resid_d7,resid,resid_building,resid heating modern_d7,-624
NC,resid_d8,resid,resid_building,resid heating modern_d8,-624
NC,resid_d9,resid,resid_building,resid heating modern_d9,-624
NC,resid_d10,resid,resid_building,resid heating modern_d10,-624
NC,resid_d1,resid,resid_building,resid heating TradBio_d1,-624
NC,resid_d2,resid,resid_building,resid heating TradBio_d2,-624
NC,resid_d3,resid,resid_building,resid heating TradBio_d3,-624
NC,resid_d4,resid,resid_building,resid heating TradBio_d4,-624
NC,resid_d5,resid,resid_building,resid heating TradBio_d5,-624
NC,resid_d6,resid,resid_building,resid heating TradBio_d6,-624
NC,resid_d7,resid,resid_building,resid heating TradBio_d7,-624
NC,resid_d8,resid,resid_building,resid heating TradBio_d8,-624
NC,resid_d9,resid,resid_building,resid heating TradBio_d9,-624
NC,resid_d10,resid,resid_building,resid heating TradBio_d10,-624
ND,resid_d1,resid,resid_building,resid cooling modern_d1,135
ND,resid_d2,resid,resid_building,resid cooling modern_d2,135
ND,resid_d3,resid,resid_building,resid cooling modern_d3,135
ND,resid_d4,resid,resid_building,resid cooling modern_d4,135
ND,resid_d5,resid,resid_building,resid cooling modern_d5,135
ND,resid_d6,resid,resid_building,resid cooling modern_d6,135
ND,resid_d7,resid,resid_building,resid cooling modern_d7,135
ND,resid_d8,resid,resid_building,resid cooling modern_d8,135
ND,resid_d9,resid,resid_building,resid cooling modern_d9,135
ND,resid_d10,resid,resid_building,resid cooling modern_d10,135
ND,resid_d1,resid,resid_building,resid heating coal_d1,-1861
ND,resid_d2,resid,resid_building,resid heating coal_d2,-1861
ND,resid_d3,resid,resid_building,resid heating coal_d3,-1861
ND,resid_d4,resid,resid_building,resid heating coal_d4,-1861
ND,resid_d5,resid,resid_building,resid heating coal_d5,-1861
ND,resid_d6,resid,resid_building,resid heating coal_d6,-1861
ND,resid_d7,resid,resid_building,resid heating coal_d7,-1861
ND,resid_d8,resid,resid_building,resid heating coal_d8,-1861
ND,resid_d9,resid,resid_building,resid heating coal_d9,-1861
ND,resid_d10,resid,resid_building,resid heating coal_d10,-1861
ND,resid_d1,resid,resid_building,resid heating modern_d1,-1861
ND,resid_d2,resid,resid_building,resid heating modern_d2,-1861
ND,resid_d3,resid,resid_building,resid heating modern_d3,-1861
ND,resid_d4,resid,resid_building,resid heating modern_d4,-1861
ND,resid_d5,resid,resid_building,resid heating modern_d5,-1861
ND,resid_d6,resid,resid_building,resid heating modern_d6,-1861
ND,resid_d7,resid,resid_building,resid heating modern_d7,-1861
ND,resid_d8,resid,resid_building,resid heating modern_d8,-1861
ND,resid_d9,resid,resid_building,resid heating modern_d9,-1861
ND,resid_d10,resid,resid_building,resid heating modern_d10,-1861
ND,resid_d1,resid,resid_building,resid heating TradBio_d1,-1861
ND,resid_d2,resid,resid_building,resid heating TradBio_d2,-1861
ND,resid_d3,resid,resid_building,resid heating TradBio_d3,-1861
ND,resid_d4,resid,resid_building,resid heating TradBio_d4,-1861
ND,resid_d5,resid,resid_building,resid heating TradBio_d5,-1861
ND,resid_d6,resid,resid_building,resid heating TradBio_d6,-1861
ND,resid_d7,resid,resid_building,resid heating TradBio_d7,-1861
ND,resid_d8,resid,resid_building,resid heating TradBio_d8,-1861
ND,resid_d9,resid,resid_building,resid heating TradBio_d9,-1861
ND,resid_d10,resid,resid_building,resid heating TradBio_d10,-1861
NE,resid_d1,resid,resid_building,resid cooling modern_d1,333
NE,resid_d2,resid,resid_building,resid cooling modern_d2,333
NE,resid_d3,resid,resid_building,resid cooling modern_d3,333
NE,resid_d4,resid,resid_building,resid cooling modern_d4,333
NE,resid_d5,resid,resid_building,resid cooling modern_d5,333
NE,resid_d6,resid,resid_building,resid cooling modern_d6,333
NE,resid_d7,resid,resid_building,resid cooling modern_d7,333
NE,resid_d8,resid,resid_building,resid cooling modern_d8,333
NE,resid_d9,resid,resid_building,resid cooling modern_d9,333
NE,resid_d10,resid,resid_building,resid cooling modern_d10,333
NE,resid_d1,resid,resid_building,resid heating coal_d1,-1280
NE,resid_d2,resid,resid_building,resid heating coal_d2,-1280
NE,resid_d3,resid,resid_building,resid heating coal_d3,-1280
NE,resid_d4,resid,resid_building,resid heating coal_d4,-1280
NE,resid_d5,resid,resid_building,resid heating coal_d5,-1280
NE,resid_d6,resid,resid_building,resid heating coal_d6,-1280
NE,resid_d7,resid,resid_building,resid heating coal_d7,-1280
NE,resid_d8,resid,resid_building,resid heating coal_d8,-1280
NE,resid_d9,resid,resid_building,resid heating coal_d9,-1280
NE,resid_d10,resid,resid_building,resid heating coal_d10,-1280
NE,resid_d1,resid,resid_building,resid heating modern_d1,-1280
NE,resid_d2,resid,resid_building,resid heating modern_d2,-1280
NE,resid_d3,resid,resid_building,resid heating modern_d3,-1280
NE,resid_d4,resid,resid_building,resid heating modern_d4,-1280
NE,resid_d5,resid,resid_building,resid heating modern_d5,-1280
NE,resid_d6,resid,resid_building,resid heating modern_d6,-1280
NE,resid_d7,resid,resid_building,resid heating modern_d7,-1280
NE,resid_d8,resid,resid_building,resid heating modern_d8,-1280
NE,resid_d9,resid,resid_building,resid heating modern_d9,-1280
NE,resid_d10,resid,resid_building,resid heating modern_d10,-1280
NE,resid_d1,resid,resid_building,resid heating TradBio_d1,-1280
NE,resid_d2,resid,resid_building,resid heating TradBio_d2,-1280
NE,resid_d3,resid,resid_building,resid heating TradBio_d3,-1280
NE,resid_d4,resid,resid_building,resid heating TradBio_d4,-1280
NE,resid_d5,resid,resid_building,resid heating TradBio_d5,-1280
NE,resid_d6,resid,resid_building,resid heating TradBio_d6,-1280
NE,resid_d7,resid,resid_building,resid heating TradBio_d7,-1280
NE,resid_d8,resid,resid_building,resid heating TradBio_d8,-1280
NE,resid_d9,resid,resid_building,resid heating TradBio_d9,-1280
NE,resid_d10,resid,resid_building,resid heating TradBio_d10,-1280
NH,resid_d1,resid,resid_building,resid cooling modern_d1,122
NH,resid_d2,resid,resid_building,resid cooling modern_d2,122
NH,resid_d3,resid,resid_building,resid cooling modern_d3,122
NH,resid_d4,resid,resid_building,resid cooling modern_d4,122
NH,resid_d5,resid,resid_building,resid cooling modern_d5,122
NH,resid_d6,resid,resid_building,resid cooling modern_d6,122
NH,resid_d7,resid,resid_building,resid cooling modern_d7,122
NH,resid_d8,resid,resid_building,resid cooling modern_d8,122
NH,resid_d9,resid,resid_building,resid cooling modern_d9,122
NH,resid_d10,resid,resid_building,resid cooling modern_d10,122
NH,resid_d1,resid,resid_building,resid heating coal_d1,-1303
NH,resid_d2,resid,resid_building,resid heating coal_d2,-1303
NH,resid_d3,resid,resid_building,resid heating coal_d3,-1303
NH,resid_d4,resid,resid_building,resid heating coal_d4,-1303
NH,resid_d5,resid,resid_building,resid heating coal_d5,-1303
NH,resid_d6,resid,resid_building,resid heating coal_d6,-1303
NH,resid_d7,resid,resid_building,resid heating coal_d7,-1303
NH,resid_d8,resid,resid_building,resid heating coal_d8,-1303
NH,resid_d9,resid,resid_building,resid heating coal_d9,-1303
NH,resid_d10,resid,resid_building,resid heating coal_d10,-1303
NH,resid_d1,resid,resid_building,resid heating modern_d1,-1303
NH,resid_d2,resid,resid_building,resid heating modern_d2,-1303
NH,resid_d3,resid,resid_building,resid heating modern_d3,-1303
NH,resid_d4,resid,resid_building,resid heating modern_d4,-1303
NH,resid_d5,resid,resid_building,resid heating modern_d5,-1303
NH,resid_d6,resid,resid_building,resid heating modern_d6,-1303
NH,resid_d7,resid,resid_building,resid heating modern_d7,-1303
NH,resid_d8,resid,resid_building,resid heating modern_d8,-1303
NH,resid_d9,resid,resid_building,resid heating modern_d9,-1303
NH,resid_d10,resid,resid_building,resid heating modern_d10,-1303
NH,resid_d1,resid,resid_building,resid heating TradBio_d1,-1303
NH,resid_d2,resid,resid_building,resid heating TradBio_d2,-1303
NH,resid_d3,resid,resid_building,resid heating TradBio_d3,-1303
NH,resid_d4,resid,resid_building,resid heating TradBio_d4,-1303
NH,resid_d5,resid,resid_building,resid heating TradBio_d5,-1303
NH,resid_d6,resid,resid_building,resid heating TradBio_d6,-1303
NH,resid_d7,resid,resid_building,resid heating TradBio_d7,-1303
NH,resid_d8,resid,resid_building,resid heating TradBio_d8,-1303
NH,resid_d9,resid,resid_building,resid heating TradBio_d9,-1303
NH,resid_d10,resid,resid_building,resid heating TradBio_d10,-1303
NJ,resid_d1,resid,resid_building,resid cooling modern_d1,303
NJ,resid_d2,resid,resid_building,resid cooling modern_d2,303
NJ,resid_d3,resid,resid_building,resid cooling modern_d3,303
NJ,resid_d4,resid,resid_building,resid cooling modern_d4,303
NJ,resid_d5,resid,resid_building,resid cooling modern_d5,303
NJ,resid_d6,resid,resid_building,resid cooling modern_d6,303
NJ,resid_d7,resid,resid_building,resid cooling modern_d7,303
NJ,resid_d8,resid,resid_building,resid cooling modern_d8,303
NJ,resid_d9,resid,resid_building,resid cooling modern_d9,303
NJ,resid_d10,resid,resid_building,resid cooling modern_d10,303
NJ,resid_d1,resid,resid_building,resid heating coal_d1,-950
NJ,resid_d2,resid,resid_building,resid heating coal_d2,-950
NJ,resid_d3,resid,resid_building,resid heating coal_d3,-950
NJ,resid_d4,resid,resid_building,resid heating coal_d4,-950
NJ,resid_d5,resid,resid_building,resid heating coal_d5,-950
NJ,resid_d6,resid,resid_building,resid heating coal_d6,-950
NJ,resid_d7,resid,resid_building,resid heating coal_d7,-950
NJ,resid_d8,resid,resid_building,resid heating coal_d8,-950
NJ,resid_d9,resid,resid_building,resid heating coal_d9,-950
NJ,resid_d10,resid,resid_building,resid heating coal_d10,-950
NJ,resid_d1,resid,resid_building,resid heating modern_d1,-950
NJ,resid_d2,resid,resid_building,resid heating modern_d2,-950
NJ,resid_d3,resid,resid_building,resid heating modern_d3,-950
NJ,resid_d4,resid,resid_building,resid heating modern_d4,-950
NJ,resid_d5,resid,resid_building,resid heating modern_d5,-950
NJ,resid_d6,resid,resid_building,resid heating modern_d6,-950
NJ,resid_d7,resid,resid_building,resid heating modern_d7,-950
NJ,resid_d8,resid,resid_building,resid heating modern_d8,-950
NJ,resid_d9,resid,resid_building,resid heating modern_d9,-950
NJ,resid_d10,resid,resid_building,resid heating modern_d10,-950
NJ,resid_d1,resid,resid_building,resid heating TradBio_d1,-950
NJ,resid_d2,resid,resid_building,resid heating TradBio_d2,-950
NJ,resid_d3,resid,resid_building,resid heating TradBio_d3,-950
NJ,resid_d4,resid,resid_building,resid heating TradBio_d4,-950
NJ,resid_d5,resid,resid_building,resid heating TradBio_d5,-950
NJ,resid_d6,resid,resid_building,resid heating TradBio_d6,-950
NJ,resid_d7,resid,resid_building,resid heating TradBio_d7,-950
NJ,resid_d8,resid,resid_building,resid heating TradBio_d8,-950
NJ,resid_d9,resid,resid_building,resid heating TradBio_d9,-950
NJ,resid_d10,resid,resid_building,resid heating TradBio_d10,-950
NM,resid_d1,resid,resid_building,resid cooling modern_d1,254
NM,resid_d2,resid,resid_building,resid cooling modern_d2,254
NM,resid_d3,resid,resid_building,resid cooling modern_d3,254
NM,resid_d4,resid,resid_building,resid cooling modern_d4,254
NM,resid_d5,resid,resid_building,resid cooling modern_d5,254
NM,resid_d6,resid,resid_building,resid cooling modern_d6,254
NM,resid_d7,resid,resid_building,resid cooling modern_d7,254
NM,resid_d8,resid,resid_building,resid cooling modern_d8,254
NM,resid_d9,resid,resid_building,resid cooling modern_d9,254
NM,resid_d10,resid,resid_building,resid cooling modern_d10,254
NM,resid_d1,resid,resid_building,resid heating coal_d1,-995
NM,resid_d2,resid,resid_building,resid heating coal_d2,-995
NM,resid_d3,resid,resid_building,resid heating coal_d3,-995
NM,resid_d4,resid,resid_building,resid heating coal_d4,-995
NM,resid_d5,resid,resid_building,resid heating coal_d5,-995
NM,resid_d6,resid,resid_building,resid heating coal_d6,-995
NM,resid_d7,resid,resid_building,resid heating coal_d7,-995
NM,resid_d8,resid,resid_building,resid heating coal_d8,-995
NM,resid_d9,resid,resid_building,resid heating coal_d9,-995
NM,resid_d10,resid,resid_building,resid heating coal_d10,-995
NM,resid_d1,resid,resid_building,resid heating modern_d1,-995
NM,resid_d2,resid,resid_building,resid heating modern_d2,-995
NM,resid_d3,resid,resid_building,resid heating modern_d3,-995
NM,resid_d4,resid,resid_building,resid heating modern_d4,-995
NM,resid_d5,resid,resid_building,resid heating modern_d5,-995
NM,resid_d6,resid,resid_building,resid heating modern_d6,-995
NM,resid_d7,resid,resid_building,resid heating modern_d7,-995
NM,resid_d8,resid,resid_building,resid heating modern_d8,-995
NM,resid_d9,resid,resid_building,resid heating modern_d9,-995
NM,resid_d10,resid,resid_building,resid heating modern_d10,-995
NM,resid_d1,resid,resid_building,resid heating TradBio_d1,-995
NM,resid_d2,resid,resid_building,resid heating TradBio_d2,-995
NM,resid_d3,resid,resid_building,resid heating TradBio_d3,-995
NM,resid_d4,resid,resid_building,resid heating TradBio_d4,-995
NM,resid_d5,resid,resid_building,resid heating TradBio_d5,-995
NM,resid_d6,resid,resid_building,resid heating TradBio_d6,-995
NM,resid_d7,resid,resid_building,resid heating TradBio_d7,-995
NM,resid_d8,resid,resid_building,resid heating TradBio_d8,-995
NM,resid_d9,resid,resid_building,resid heating TradBio_d9,-995
NM,resid_d10,resid,resid_building,resid heating TradBio_d10,-995
NV,resid_d1,resid,resid_building,resid cooling modern_d1,556
NV,resid_d2,resid,resid_building,resid cooling modern_d2,556
NV,resid_d3,resid,resid_building,resid cooling modern_d3,556
NV,resid_d4,resid,resid_building,resid cooling modern_d4,556
NV,resid_d5,resid,resid_building,resid cooling modern_d5,556
NV,resid_d6,resid,resid_building,resid cooling modern_d6,556
NV,resid_d7,resid,resid_building,resid cooling modern_d7,556
NV,resid_d8,resid,resid_building,resid cooling modern_d8,556
NV,resid_d9,resid,resid_building,resid cooling modern_d9,556
NV,resid_d10,resid,resid_building,resid cooling modern_d10,556
NV,resid_d1,resid,resid_building,resid heating coal_d1,-795
NV,resid_d2,resid,resid_building,resid heating coal_d2,-795
NV,resid_d3,resid,resid_building,resid heating coal_d3,-795
NV,resid_d4,resid,resid_building,resid heating coal_d4,-795
NV,resid_d5,resid,resid_building,resid heating coal_d5,-795
NV,resid_d6,resid,resid_building,resid heating coal_d6,-795
NV,resid_d7,resid,resid_building,resid heating coal_d7,-795
NV,resid_d8,resid,resid_building,resid heating coal_d8,-795
NV,resid_d9,resid,resid_building,resid heating coal_d9,-795
NV,resid_d10,resid,resid_building,resid heating coal_d10,-795
NV,resid_d1,resid,resid_building,resid heating modern_d1,-795
NV,resid_d2,resid,resid_building,resid heating modern_d2,-795
NV,resid_d3,resid,resid_building,resid heating modern_d3,-795
NV,resid_d4,resid,resid_building,resid heating modern_d4,-795
