Source: State of Alaska Geoportal - https://gis.data.alaska.gov/maps/e08c3faedf7842b382f415511402d9d1,,,,,,,,,,
X,Y,OBJECTID,CommunityName,EntityName,ReportingSeason,ReportingDate,ReportingPeriod,ReportingYear,HFRetailGal,AsOfDate
-154.8574829,59.96789551,1813,Nondalton,City of Nondalton,Summer,2016/07/15 09:00:00+00,July,2016,4.43,2019/02/06 09:00:00+00
-158.1052856,64.72351074,1814,Nulato,City of Nulato,Summer,2016/07/15 09:00:00+00,July,2016,4.25,2019/02/06 09:00:00+00
-153.2836914,57.21350098,1815,Old Harbor,City of Old Harbor,Summer,2016/07/15 09:00:00+00,July,2016,3.19,2019/02/06 09:00:00+00
-155.4888916,64.73931885,1816,Ruby,Dineega Fuel Company,Summer,2016/07/15 09:00:00+00,July,2016,3.7,2019/02/06 09:00:00+00
-169.5452881,56.60150146,1817,Saint George,Delta Fuel Company,Summer,2016/07/15 09:00:00+00,July,2016,7.35,2019/02/06 09:00:00+00
-170.4840088,63.69311523,1818,Savoonga,ANICA (Savoonga Native Store),Summer,2016/07/15 09:00:00+00,July,2016,5.25,2019/02/06 09:00:00+00
-165.5814819,61.84289551,1819,Scammon Bay,Askinuk Corporation,Summer,2016/07/15 09:00:00+00,July,2016,5.67,2019/02/06 09:00:00+00
-166.5375977,53.87310791,1820,Unalaska,Delta Western,Summer,2016/07/15 09:00:00+00,July,2016,3.9,2019/02/06 09:00:00+00
-160.3156128,61.53833008,1821,Upper Kalskag,City of Upper Kalskag,Summer,2016/07/15 09:00:00+00,July,2016,6,2019/02/06 09:00:00+00
-165.7734985,54.13427734,1822,Akutan,City of Akutan,Winter,2016/01/15 09:00:00+00,Jan,2016,2.75,2019/02/06 09:00:00+00
-152.7012939,66.55450439,1823,Alatna,Alatna Traditional Council,Winter,2016/01/15 09:00:00+00,Jan,2016,7,2019/02/06 09:00:00+00
-134.5808105,57.49969482,1824,Angoon,Angoon Oil and Gas,Winter,2016/01/15 09:00:00+00,Jan,2016,3.55,2019/02/06 09:00:00+00
-156.3947144,65.7019043,1825,Huslia,Huslia Gas and Oil,Winter,2013/01/15 09:00:00+00,Jan,2013,7,2019/02/06 09:00:00+00
-133.9448242,56.9744873,1826,Kake,Kake Tribal Fuel,Winter,2013/01/15 09:00:00+00,Jan,2013,5.83,2019/02/06 09:00:00+00
-143.612793,70.12670898,1827,Kaktovik,Kaktovik Inupiat Corporation,Winter,2013/01/15 09:00:00+00,Jan,2013,2.5,2019/02/06 09:00:00+00
-158.7249146,64.32647705,1828,Kaltag,Kaltag Cooperative,Winter,2013/01/15 09:00:00+00,Jan,2013,5.75,2019/02/06 09:00:00+00
-162.3112793,55.05950928,1829,King Cove,Peter Pan Seafood,Winter,2013/01/15 09:00:00+00,Jan,2013,4.96,2019/02/06 09:00:00+00
-152.3973999,57.79309082,1830,Kodiak,Petro Marine,Winter,2013/01/15 09:00:00+00,Jan,2013,4.09,2019/02/06 09:00:00+00
-154.7492065,59.44012451,1831,Kokhanok,Kokhanok Tribal Council,Winter,2013/01/15 09:00:00+00,Jan,2013,7.86,2019/02/06 09:00:00+00
-163.5565186,63.03308105,1832,Kotlik,Kotlik Yupik Enterprises,Winter,2013/01/15 09:00:00+00,Jan,2013,6.1,2019/02/06 09:00:00+00
-161.1647949,64.9307251,1833,Koyuk,Koyuk Native Corporation,Winter,2013/01/15 09:00:00+00,Jan,2013,5.81,2019/02/06 09:00:00+00
-163.1575928,59.8770752,1834,Kwigillingok,KWIK Marina Inc.,Winter,2013/01/15 09:00:00+00,Jan,2013,6.45,2019/02/06 09:00:00+00
-162.0881958,61.88153076,1835,Marshall,Maserculiq Inc.,Winter,2013/01/15 09:00:00+00,Jan,2013,5.76,2019/02/06 09:00:00+00
-149.3482056,65.15228271,1836,Minto,North Fork Store,Winter,2013/01/15 09:00:00+00,Jan,2013,5,2019/02/06 09:00:00+00
-161.2017822,56.00128174,1837,Nelson Lagoon,Nelson Lagoon Enterprises,Winter,2013/01/15 09:00:00+00,Jan,2013,5.5,2019/02/06 09:00:00+00
-149.0906982,64.56268311,1838,Nenana,Nenana Heating,Winter,2013/01/15 09:00:00+00,Jan,2013,4.18,2019/02/06 09:00:00+00
-157.3112793,59.45147705,1839,New Stuyahok,New Stuyahok Village Corporation,Winter,2013/01/15 09:00:00+00,Jan,2013,6.36,2019/02/06 09:00:00+00
-161.046814,66.83349609,1840,Noorvik,Morris Trading Post,Winter,2013/01/15 09:00:00+00,Jan,2013,6.51,2019/02/06 09:00:00+00
-150.9990234,70.21728516,1841,Nuiqsut,Kuukpik Corporation,Winter,2013/01/15 09:00:00+00,Jan,2013,,2019/02/06 09:00:00+00
-162.4573975,60.89727783,1842,Nunapitchuk,Nunapitchuk Ltd.,Winter,2013/01/15 09:00:00+00,Jan,2013,7.02,2019/02/06 09:00:00+00
-152.5039063,57.92327881,1843,Ouzinkie,Ouzinkie Native Corporation,Winter,2013/01/15 09:00:00+00,Jan,2013,4.76,2019/02/06 09:00:00+00
-136.2296753,57.96069336,1844,Pelican,Pelican Fuel,Winter,2013/01/15 09:00:00+00,Jan,2013,5.24,2019/02/06 09:00:00+00
-132.9577026,56.81109619,1845,Petersburg,Petro Marine,Winter,2013/01/15 09:00:00+00,Jan,2013,4.13,2019/02/06 09:00:00+00
-162.8831177,61.93731689,1846,Pilot Station,Pilot Station Native Corporation,Winter,2013/01/15 09:00:00+00,Jan,2013,7.32,2019/02/06 09:00:00+00
-133.6212158,56.35150146,1847,Point Baker,Point Baker Trading Post,Winter,2013/01/15 09:00:00+00,Jan,2013,5.3,2019/02/06 09:00:00+00
-166.7341919,68.3480835,1848,Point Hope,Tigara Corporation,Winter,2013/01/15 09:00:00+00,Jan,2013,1.74,2019/02/06 09:00:00+00
-162.2915039,63.52392578,1849,Stebbins,Tapraq Fuel Company,Summer,2011/07/15 09:00:00+00,July,2011,5.61,2019/02/06 09:00:00+00
-152.0776978,65.17132568,1850,Tanana,Tanana Tribal Council,Summer,2011/07/15 09:00:00+00,July,2011,4.34,2019/02/06 09:00:00+00
-166.3651123,65.26287842,1851,Teller,Teller Native Fuel Business,Summer,2011/07/15 09:00:00+00,July,2011,6.11,2019/02/06 09:00:00+00
-132.5228271,55.68548584,1852,Thorne Bay,Petro Marine,Summer,2011/07/15 09:00:00+00,July,2011,4.56,2019/02/06 09:00:00+00
-160.3787842,59.06048584,1853,Togiak,Togiak Natives Limited,Summer,2011/07/15 09:00:00+00,July,2011,6,2019/02/06 09:00:00+00
-165.1071777,60.52947998,1854,Toksook Bay,Nunakauiak Yupik Corporation,Summer,2011/07/15 09:00:00+00,July,2011,6.19,2019/02/06 09:00:00+00
-162.6762085,60.34289551,1855,Tuntutuliak,Qinarmiut Corporation,Summer,2011/07/15 09:00:00+00,July,2011,6.6,2019/02/06 09:00:00+00
-160.7919922,63.87670898,1856,Unalakleet,Unalakleet Native Corporation,Summer,2011/07/15 09:00:00+00,July,2011,5.07,2019/02/06 09:00:00+00
-156.7609863,71.28948975,1857,Utqiagvik,Eskimos Inc.,Summer,2011/07/15 09:00:00+00,July,2011,,2019/02/06 09:00:00+00
-146.3551025,61.13031006,1858,Valdez,North Pacific,Summer,2011/07/15 09:00:00+00,July,2011,4.3,2019/02/06 09:00:00+00
-160.0322266,70.63848877,1859,Wainwright,Olgoonik Corporation,Summer,2011/07/15 09:00:00+00,July,2011,1.5,2019/02/06 09:00:00+00
-168.0911865,65.60913086,1860,Wales,Wales Native Store,Summer,2011/07/15 09:00:00+00,July,2011,7.98,2019/02/06 09:00:00+00
-163.4104004,64.68127441,1861,White Mountain,White Mountain Native Store,Summer,2011/07/15 09:00:00+00,July,2011,3.99,2019/02/06 09:00:00+00
-132.383606,56.47052002,1862,Wrangell,Wrangell Oil,Summer,2011/07/15 09:00:00+00,July,2011,4.75,2019/02/06 09:00:00+00
-161.2299805,60.9074707,1863,Akiak,Kokarmiut Corporation,Winter,2011/01/15 09:00:00+00,Jan,2011,5,2019/02/06 09:00:00+00
-151.7357788,68.14190674,1864,Anaktuvuk Pass,Nunamiut Corporation,Winter,2011/01/15 09:00:00+00,Jan,2011,1.55,2019/02/06 09:00:00+00
-149.1907959,64.34350586,1865,Anderson,Nenana Heating,Winter,2011/01/15 09:00:00+00,Jan,2011,3.79,2019/02/06 09:00:00+00
-144.0667114,65.82672119,1866,Circle,Village of Circle,Winter,2011/01/15 09:00:00+00,Jan,2011,,2019/02/06 09:00:00+00
-145.7601929,60.54412842,1867,Cordova,Hovers Mover,Winter,2011/01/15 09:00:00+00,Jan,2011,3.68,2019/02/06 09:00:00+00
-133.151001,55.47607422,1868,Craig,Petro Marine,Winter,2011/01/15 09:00:00+00,Jan,2011,3.59,2019/02/06 09:00:00+00
-141.2075806,64.78887939,1869,Eagle,Telegraph Hill Services,Winter,2011/01/15 09:00:00+00,Jan,2011,3.75,2019/02/06 09:00:00+00
-163.0366821,64.54248047,1870,Golovin,Golovin Public Utilities,Winter,2011/01/15 09:00:00+00,Jan,2011,4.55,2019/02/06 09:00:00+00
-161.5822754,59.11828613,1871,Goodnews Bay,Mumtram Pikkai Village Corporation,Winter,2011/01/15 09:00:00+00,Jan,2011,4.27,2019/02/06 09:00:00+00
-160.0656128,62.90649414,1872,Grayling,HYL Grayling Fuel Company,Winter,2011/01/15 09:00:00+00,Jan,2011,4.75,2019/02/06 09:00:00+00
-161.2017822,56.00128174,1873,Nelson Lagoon,Nelson Lagoon Enterprises,Summer,2009/07/15 09:00:00+00,July,2009,4.22,2019/02/06 09:00:00+00
-149.0906982,64.56268311,1874,Nenana ,Nenana Heating,Summer,2009/07/15 09:00:00+00,July,2009,2.95,2019/02/06 09:00:00+00
-157.3112793,59.45147705,1875,New Stuyahok,New Stuyahok Village Corporation,Summer,2009/07/15 09:00:00+00,July,2009,5.97,2019/02/06 09:00:00+00
-161.046814,66.83349609,1876,Noorvik,Morris Trading Post,Summer,2009/07/15 09:00:00+00,July,2009,7.65,2019/02/06 09:00:00+00
-150.9990234,70.21728516,1877,Nuiqsut,Kuukpik Corporation,Summer,2009/07/15 09:00:00+00,July,2009,1.75,2019/02/06 09:00:00+00
-162.4573975,60.89727783,1878,Nunapitchuk,Nunapitchuk Ltd.,Summer,2009/07/15 09:00:00+00,July,2009,6.15,2019/02/06 09:00:00+00
-152.5039063,57.92327881,1879,Ouzinkie,Ouzinkie Native Corporation,Summer,2009/07/15 09:00:00+00,July,2009,3.57,2019/02/06 09:00:00+00
-136.2296753,57.96069336,1880,Pelican,Pelican Fuel ,Summer,2009/07/15 09:00:00+00,July,2009,3.5,2019/02/06 09:00:00+00
-152.8834229,57.86669922,1881,Port Lions,Kizhuyak Oil Sales,Summer,2009/07/15 09:00:00+00,July,2009,3.9,2019/02/06 09:00:00+00
-157.1704102,61.70269775,1882,Sleetmute,Henry Hill Store,Summer,2009/07/15 09:00:00+00,July,2009,5.4,2019/02/06 09:00:00+00
-165.1071777,60.52947998,1883,Toksook Bay,Nunakauiak Yupik Corporation,Summer,2009/07/15 09:00:00+00,July,2009,7.86,2019/02/06 09:00:00+00
-146.3551025,61.13031006,1884,Valdez ,North Pacific,Summer,2009/07/15 09:00:00+00,July,2009,2.88,2019/02/06 09:00:00+00
-160.0322266,70.63848877,1885,Wainwright,Olgoonik Corporation,Summer,2009/07/15 09:00:00+00,July,2009,1.5,2019/02/06 09:00:00+00
-161.2299805,60.9074707,1886,Akiak,Kokarmiut Corporation,Winter,2009/02/15 09:00:00+00,Feb,2009,6.45,2019/02/06 09:00:00+00
-151.7357788,68.14190674,1887,Anaktuvuk Pass,Nunamiut Corporation,Winter,2009/02/15 09:00:00+00,Feb,2009,1.55,2019/02/06 09:00:00+00
-149.1907959,64.34350586,1888,Anderson,Nenana Heating,Winter,2009/02/15 09:00:00+00,Feb,2009,2.53,2019/02/06 09:00:00+00
-145.7601929,60.54412842,1889,Cordova,Hovers Mover,Winter,2009/02/15 09:00:00+00,Feb,2009,3.3,2019/02/06 09:00:00+00
-163.0366821,64.54248047,1890,Golovin,Golovin Public Utilities,Winter,2009/02/15 09:00:00+00,Feb,2009,5.32,2019/02/06 09:00:00+00
-161.5822754,59.11828613,1891,Goodnews Bay,Mumtram Pikkai Village Corporation,Winter,2009/02/15 09:00:00+00,Feb,2009,6.14,2019/02/06 09:00:00+00
-160.0656128,62.90649414,1892,Grayling,HYL Grayling Fuel Company,Winter,2009/02/15 09:00:00+00,Feb,2009,7,2019/02/06 09:00:00+00
-135.7390747,58.41333008,1893,Gustavus,Gustavus Dray ,Winter,2009/02/15 09:00:00+00,Feb,2009,2.84,2019/02/06 09:00:00+00
-149.0057983,63.8704834,1894,Healy,Fisher Fuel,Winter,2009/02/15 09:00:00+00,Feb,2009,2.77,2019/02/06 09:00:00+00
-159.7717896,62.19848633,1895,Holy Cross,Holy Cross Oil Company,Winter,2009/02/15 09:00:00+00,Feb,2009,7.66,2019/02/06 09:00:00+00
-151.5319824,59.64727783,1896,Homer,Home Run Oil,Winter,2009/02/15 09:00:00+00,Feb,2009,2.08,2019/02/06 09:00:00+00
-135.4456787,58.10968018,1897,Hoonah,Hoonah Trading ,Winter,2009/02/15 09:00:00+00,Feb,2009,3.5,2019/02/06 09:00:00+00
-164.5297852,62.77709961,1898,Emmonak,Emmonak Corp. Tank Farm,Summer,2018/07/15 09:00:00+00,July,2018,6.6144,2019/02/06 09:00:00+00
-147.7211914,64.83972168,1899,Fairbanks,Alaska Petroleum,Summer,2018/07/15 09:00:00+00,July,2018,3.2,2019/02/06 09:00:00+00
-156.8770752,64.74267578,1900,Galena,Crowley Marine,Summer,2018/07/15 09:00:00+00,July,2018,5.883,2019/02/06 09:00:00+00
-171.718811,63.7769165,1901,Gambell,ANICA (Gambell Native Store),Summer,2018/07/15 09:00:00+00,July,2018,4.45,2019/02/06 09:00:00+00
-145.52771,62.1126709,1902,Glennallen,Crowley Fuel,Summer,2018/07/15 09:00:00+00,July,2018,3.12,2019/02/06 09:00:00+00
-166.0963745,61.53088379,1903,Hooper Bay,Crowley Marine,Summer,2018/07/15 09:00:00+00,July,2018,5.31,2019/02/06 09:00:00+00
-154.2581787,66.04589844,1904,Hughes,City of Hughes,Summer,2018/07/15 09:00:00+00,July,2018,9,2019/02/06 09:00:00+00
-134.4066162,58.29992676,1905,Juneau,Delta Western,Summer,2018/07/15 09:00:00+00,July,2018,3.339,2019/02/06 09:00:00+00
-160.4373169,66.9743042,1906,Kiana,City of Kiana,Summer,2018/07/15 09:00:00+00,July,2018,5.665,2019/02/06 09:00:00+00
-162.5930176,66.89672852,1907,Kotzebue,Crowley Fuel,Summer,2018/07/15 09:00:00+00,July,2018,6.22,2019/02/06 09:00:00+00
-153.9813843,57.53710938,1908,Larsen Bay,City of Larsen Bay,Summer,2018/07/15 09:00:00+00,July,2018,4.0067,2019/02/06 09:00:00+00
-163.7261963,62.08947754,1909,Mountain Village,Azachorak Fuel,Summer,2018/07/15 09:00:00+00,July,2018,6.65,2019/02/06 09:00:00+00
-154.8574829,59.96789551,1910,Nondalton,City of Nondalton,Summer,2018/07/15 09:00:00+00,July,2018,5.5826,2019/02/06 09:00:00+00
-158.1052856,64.72351074,1911,Nulato,City of Nulato,Summer,2018/07/15 09:00:00+00,July,2018,4.8,2019/02/06 09:00:00+00
-153.2836914,57.21350098,1912,Old Harbor,City of Old Harbor,Summer,2018/07/15 09:00:00+00,July,2018,5.01,2019/02/06 09:00:00+00
-155.4888916,64.73931885,1913,Ruby,Dineega Fuel Company,Summer,2018/07/15 09:00:00+00,July,2018,5.5,2019/02/06 09:00:00+00
-169.5452881,56.60150146,1914,Saint George,Delta Fuel Company,Summer,2018/07/15 09:00:00+00,July,2018,7.1495,2019/02/06 09:00:00+00
-170.4840088,63.69311523,1915,Savoonga,ANICA (Savoonga Native Store),Summer,2018/07/15 09:00:00+00,July,2018,4.5835,2019/02/06 09:00:00+00
-165.5814819,61.84289551,1916,Scammon Bay,Askinuk Corporation,Summer,2018/07/15 09:00:00+00,July,2018,6.3494,2019/02/06 09:00:00+00
-166.5375977,53.87310791,1917,Unalaska,Delta Western,Summer,2018/07/15 09:00:00+00,July,2018,3.3166,2019/02/06 09:00:00+00
-160.3156128,61.53833008,1918,Upper Kalskag,City of Upper Kalskag,Summer,2018/07/15 09:00:00+00,July,2018,5.7,2019/02/06 09:00:00+00
-165.7734985,54.13427734,1919,Akutan,City of Akutan,Winter,2018/01/15 09:00:00+00,Jan,2018,2.45,2019/02/06 09:00:00+00
-152.7012939,66.55450439,1920,Alatna,City of Allakaket,Winter,2018/01/15 09:00:00+00,Jan,2018,7,2019/02/06 09:00:00+00
-134.5808105,57.49969482,1921,Angoon,Angoon Oil and Gas,Winter,2018/01/15 09:00:00+00,Jan,2018,3.95,2019/02/06 09:00:00+00
-145.7601929,60.54412842,1922,Cordova,Hovers Mover,Winter,2007/11/15 09:00:00+00,Nov,2007,4.19,2019/02/06 09:00:00+00
-163.0366821,64.54248047,1923,Golovin,Golovin Public Utilities,Winter,2007/11/15 09:00:00+00,Nov,2007,4,2019/02/06 09:00:00+00
-161.5822754,59.11828613,1924,Goodnews Bay,Mumtram Pikkai Village Corporation,Winter,2007/11/15 09:00:00+00,Nov,2007,4,2019/02/06 09:00:00+00
-160.0656128,62.90649414,1925,Grayling,HYL Grayling Fuel Company,Winter,2007/11/15 09:00:00+00,Nov,2007,4.5,2019/02/06 09:00:00+00
-135.7390747,58.41333008,1926,Gustavus,Gustavus Dray ,Winter,2007/11/15 09:00:00+00,Nov,2007,3.61,2019/02/06 09:00:00+00
-149.0057983,63.8704834,1927,Healy,Keith's Healy Service,Winter,2007/11/15 09:00:00+00,Nov,2007,3.49,2019/02/06 09:00:00+00
-159.7717896,62.19848633,1928,Holy Cross,Holy Cross Oil Company,Winter,2007/11/15 09:00:00+00,Nov,2007,4.55,2019/02/06 09:00:00+00
-151.5319824,59.64727783,1929,Homer,Home Run Oil,Winter,2007/11/15 09:00:00+00,Nov,2007,3.42,2019/02/06 09:00:00+00
-135.4456787,58.10968018,1930,Hoonah,Hoonah Trading ,Winter,2007/11/15 09:00:00+00,Nov,2007,4.18,2019/02/06 09:00:00+00
-156.3947144,65.7019043,1931,Huslia,Huslia Gas and Oil,Winter,2007/11/15 09:00:00+00,Nov,2007,4.5,2019/02/06 09:00:00+00
-133.9448242,56.9744873,1932,Kake,Kake Tribal Fuel,Winter,2007/11/15 09:00:00+00,Nov,2007,4.09,2019/02/06 09:00:00+00
-143.612793,70.12670898,1933,Kaktovik,Kaktovik Inupiat Corporation,Winter,2007/11/15 09:00:00+00,Nov,2007,1.55,2019/02/06 09:00:00+00
-158.7249146,64.32647705,1934,Kaltag,Kaltag Cooperative,Winter,2007/11/15 09:00:00+00,Nov,2007,4.5,2019/02/06 09:00:00+00
-160.4373169,66.9743042,1935,Kiana,Kiana Traditional Council,Winter,2007/11/15 09:00:00+00,Nov,2007,5.15,2019/02/06 09:00:00+00
-162.3112793,55.05950928,1936,King Cove,Peter Pan Seafood,Winter,2007/11/15 09:00:00+00,Nov,2007,2.82,2019/02/06 09:00:00+00
-154.7492065,59.44012451,1937,Kokhanok,Kokhanok Tribal Council,Winter,2007/11/15 09:00:00+00,Nov,2007,6.25,2019/02/06 09:00:00+00
-163.5565186,63.03308105,1938,Kotlik,Kotlik Yupik Enterprises,Winter,2007/11/15 09:00:00+00,Nov,2007,4.5,2019/02/06 09:00:00+00
-161.1647949,64.9307251,1939,Koyuk,Koyuk Native Corporation,Winter,2007/11/15 09:00:00+00,Nov,2007,3.98,2019/02/06 09:00:00+00
-163.1575928,59.8770752,1940,Kwigillingok,KWIK Marina Inc.,Winter,2007/11/15 09:00:00+00,Nov,2007,4.85,2019/02/06 09:00:00+00
-162.0881958,61.88153076,1941,Marshall,Maserculiq Inc.,Winter,2007/11/15 09:00:00+00,Nov,2007,4.88,2019/02/06 09:00:00+00
-149.3482056,65.15228271,1942,Minto,North Fork Store,Winter,2007/11/15 09:00:00+00,Nov,2007,4.1,2019/02/06 09:00:00+00
-149.0906982,64.56268311,1943,Nenana,Nenana Heating,Winter,2007/11/15 09:00:00+00,Nov,2007,3.43,2019/02/06 09:00:00+00
-157.3112793,59.45147705,1944,New Stuyahok,New Stuyahok Village Corporation,Winter,2007/11/15 09:00:00+00,Nov,2007,4.7,2019/02/06 09:00:00+00
-161.046814,66.83349609,1945,Noorvik,Morris Trading Post,Winter,2007/11/15 09:00:00+00,Nov,2007,4.6,2019/02/06 09:00:00+00
-168.0911865,65.60913086,1946,Wales,Wales Native Store,Winter,2018/01/15 09:00:00+00,Jan,2018,6.25,2019/02/06 09:00:00+00
-156.3947144,65.7019043,1947,Huslia,Huslia Gas and Oil,Winter,2015/01/15 09:00:00+00,Jan,2015,7,2019/02/06 09:00:00+00
-133.9448242,56.9744873,1948,Kake,Kake Tribal Fuel,Winter,2015/01/15 09:00:00+00,Jan,2015,5.67,2019/02/06 09:00:00+00
-143.612793,70.12670898,1949,Kaktovik,Kaktovik Inupiat Corporation,Winter,2015/01/15 09:00:00+00,Jan,2015,3,2019/02/06 09:00:00+00
-158.7249146,64.32647705,1950,Kaltag,Kaltag Cooperative,Winter,2015/01/15 09:00:00+00,Jan,2015,5.75,2019/02/06 09:00:00+00
-162.3112793,55.05950928,1951,King Cove,Peter Pan Seafood,Winter,2015/01/15 09:00:00+00,Jan,2015,3.68,2019/02/06 09:00:00+00
-152.3973999,57.79309082,1952,Kodiak,Petro Marine,Winter,2015/01/15 09:00:00+00,Jan,2015,3.91,2019/02/06 09:00:00+00
-154.7492065,59.44012451,1953,Kokhanok,Kokhanok Tribal Council,Winter,2015/01/15 09:00:00+00,Jan,2015,8.21,2019/02/06 09:00:00+00
-163.5565186,63.03308105,1954,Kotlik,Kotlik Yupik Enterprises,Winter,2015/01/15 09:00:00+00,Jan,2015,5.82,2019/02/06 09:00:00+00
-161.1647949,64.9307251,1955,Koyuk,Koyuk Native Corporation,Winter,2015/01/15 09:00:00+00,Jan,2015,6.85,2019/02/06 09:00:00+00
-163.1575928,59.8770752,1956,Kwigillingok,KWIK Marina Inc.,Winter,2015/01/15 09:00:00+00,Jan,2015,6.29,2019/02/06 09:00:00+00
-162.0881958,61.88153076,1957,Marshall,Maserculiq Inc.,Winter,2015/01/15 09:00:00+00,Jan,2015,6.59,2019/02/06 09:00:00+00
-149.3482056,65.15228271,1958,Minto,North Fork Store,Winter,2015/01/15 09:00:00+00,Jan,2015,5.1,2019/02/06 09:00:00+00
-163.4104004,64.68127441,1959,White Mountain,White Mountain Native Store,Summer,2017/07/15 09:00:00+00,July,2017,3.5,2019/02/06 09:00:00+00
-149.0906982,64.56268311,1960,Nenana,Nenana Heating,Winter,2015/01/15 09:00:00+00,Jan,2015,4.06,2019/02/06 09:00:00+00
-136.2296753,57.96069336,1961,Pelican,Pelican Fuel ,Winter,2014/01/15 09:00:00+00,Jan,2014,5.14,2019/02/06 09:00:00+00
-161.9005127,59.75152588,1962,Quinhagak,Qanirtuuq Corporation,Winter,2013/01/15 09:00:00+00,Jan,2013,6.5,2019/02/06 09:00:00+00
-149.0057983,63.8704834,1963,Healy,Fisher Fuel,Winter,2011/01/15 09:00:00+00,Jan,2011,3.45,2019/02/06 09:00:00+00
-156.3947144,65.7019043,1964,Huslia,Huslia Gas and Oil,Winter,2009/02/15 09:00:00+00,Feb,2009,7,2019/02/06 09:00:00+00
-162.4573975,60.89727783,1965,Nunapitchuk,Nunapitchuk Ltd.,Winter,2007/11/15 09:00:00+00,Nov,2007,4.75,2019/02/06 09:00:00+00
-160.4373169,66.9743042,1966,Kiana,Kiana Traditional Council,Summer,2007/06/15 09:00:00+00,Jun,2007,6,2019/02/06 09:00:00+00
-145.5355225,68.128479,1967,Arctic Village,Arctic Village Traditional Council,Winter,2018/01/15 09:00:00+00,Jan,2018,11,2019/02/06 09:00:00+00
-145.5355225,68.128479,1968,Arctic Village,Arctic Village Traditional Council,Winter,2016/01/15 09:00:00+00,Jan,2016,12,2019/02/06 09:00:00+00
-170.4840088,63.69311523,1969,Savoonga,ANICA (Savoonga Native Store),Winter,2014/01/15 09:00:00+00,Jan,2014,6,2019/02/06 09:00:00+00
-171.718811,63.7769165,1970,Gambell,ANICA (Gambell Native Store),Winter,2011/01/15 09:00:00+00,Jan,2011,7.2,2019/02/06 09:00:00+00
-158.1052856,64.72351074,1971,Nulato,City of Nulato,Summer,2009/07/15 09:00:00+00,July,2009,5.4,2019/02/06 09:00:00+00
-145.52771,62.1126709,1972,Glennallen,Service Oil and Gas,Summer,2007/06/15 09:00:00+00,Jun,2007,2.84,2019/02/06 09:00:00+00
-134.4066162,58.29992676,1973,Juneau,Reliable Oil,Winter,2006/11/15 09:00:00+00,Nov,2006,3.07,2019/02/06 09:00:00+00
-132.383606,56.47052002,1974,Wrangell,Wrangell Oil,Winter,2006/11/15 09:00:00+00,Nov,2006,3.07,2019/02/06 09:00:00+00
-152.0776978,65.17132568,1975,Tanana,TCCo.,Winter,2005/11/15 09:00:00+00,Nov,2005,3.55,2019/02/06 09:00:00+00
-135.7390747,58.41333008,1976,Gustavus,Gustavus Dray,Winter,2019/01/15 09:00:00+00,Jan,2019,3.78,2019/02/06 09:00:00+00
-150.9990234,70.21728516,1977,Nuiqsut,North Slope Borough,Winter,2019/01/15 09:00:00+00,Jan,2019,2.3,2019/02/06 09:00:00+00
-135.7390747,58.41333008,1978,Gustavus,Gustavus Dray ,Summer,2018/07/15 09:00:00+00,July,2018,4.3878,2019/02/06 09:00:00+00
-157.3112793,59.45147705,1979,New Stuyahok,New Stuyahok Village Corporation,Summer,2018/07/15 09:00:00+00,July,2018,6,2019/02/06 09:00:00+00
-160.0656128,62.90649414,1980,Grayling,HYL Grayling Fuel Company,Winter,2018/01/15 09:00:00+00,Jan,2018,5.1,2019/02/06 09:00:00+00
-165.1071777,60.52947998,1981,Toksook Bay,Nunakauiak Yupik Corporation,Winter,2018/01/15 09:00:00+00,Jan,2018,5.25,2019/02/06 09:00:00+00
-163.5565186,63.03308105,1982,Kotlik,Kotlik Yupik Enterprises,Summer,2017/07/15 09:00:00+00,July,2017,4.5,2019/02/06 09:00:00+00
-161.1647949,64.9307251,1983,Koyuk,Koyuk Native Corporation,Summer,2017/07/15 09:00:00+00,July,2017,4.71,2019/02/06 09:00:00+00
-163.1575928,59.8770752,1984,Kwigillingok,KWIK Marina Inc.,Summer,2017/07/15 09:00:00+00,July,2017,3.95,2019/02/06 09:00:00+00
-162.0881958,61.88153076,1985,Marshall,Maserculiq Inc.,Summer,2017/07/15 09:00:00+00,July,2017,4.94,2019/02/06 09:00:00+00
-149.3482056,65.15228271,1986,Minto,North Fork Store,Summer,2017/07/15 09:00:00+00,July,2017,3.4,2019/02/06 09:00:00+00
-161.2017822,56.00128174,1987,Nelson Lagoon,Nelson Lagoon Enterprises,Summer,2017/07/15 09:00:00+00,July,2017,,2019/02/06 09:00:00+00
-149.0906982,64.56268311,1988,Nenana,Nenana Heating,Summer,2017/07/15 09:00:00+00,July,2017,2.89,2019/02/06 09:00:00+00
-156.7609863,71.28948975,1989,Utqiagvik,Eskimos Inc.,Winter,2018/01/15 09:00:00+00,Jan,2018,,2019/02/06 09:00:00+00
-146.3551025,61.13031006,1990,Valdez,North Pacific,Winter,2018/01/15 09:00:00+00,Jan,2018,3.05,2019/02/06 09:00:00+00
-160.0322266,70.63848877,1991,Wainwright,Olgoonik Corporation,Winter,2018/01/15 09:00:00+00,Jan,2018,1.5,2019/02/06 09:00:00+00
-132.383606,56.47052002,1992,Wrangell,Petro Marine,Winter,2018/01/15 09:00:00+00,Jan,2018,2.98,2019/02/06 09:00:00+00
