Source: State of Alaska Geoportal - https://gis.data.alaska.gov/maps/e08c3faedf7842b382f415511402d9d1,,,,,,,,,,
X,Y,OBJECTID,CommunityName,EntityName,ReportingSeason,ReportingDate,ReportingPeriod,ReportingYear,HFRetailGal,AsOfDate
-149.3482056,65.15228271,533,Minto,North Fork Store,Winter,2019/01/15 09:00:00+00,Jan,2019,3.25,2019/02/06 09:00:00+00
-161.2017822,56.00128174,534,Nelson Lagoon,Nelson Lagoon Enterprises,Winter,2019/01/15 09:00:00+00,Jan,2019,4.99,2019/02/06 09:00:00+00
-149.0906982,64.56268311,535,Nenana,Nenana Heating,Winter,2019/01/15 09:00:00+00,Jan,2019,3.14,2019/02/06 09:00:00+00
-157.3112793,59.45147705,536,New Stuyahok,New Stuyahok Village Corporation,Winter,2019/01/15 09:00:00+00,Jan,2019,6.76,2019/02/06 09:00:00+00
-165.1071777,60.52947998,537,Toksook Bay,Nunakauiak Yupik Corporation,Winter,2011/01/15 09:00:00+00,Jan,2011,6.19,2019/02/06 09:00:00+00
-156.7609863,71.28948975,538,Utqiagvik,Eskimos Inc.,Winter,2011/01/15 09:00:00+00,Jan,2011,,2019/02/06 09:00:00+00
-146.3551025,61.13031006,539,Valdez,North Pacific,Winter,2011/01/15 09:00:00+00,Jan,2011,3.73,2019/02/06 09:00:00+00
-160.0322266,70.63848877,540,Wainwright,Olgoonik Corporation,Winter,2011/01/15 09:00:00+00,Jan,2011,1.5,2019/02/06 09:00:00+00
-161.2299805,60.9074707,541,Akiak,Kokarmiut Corporation,Summer,2010/06/15 09:00:00+00,Jun,2010,4.65,2019/02/06 09:00:00+00
-151.7357788,68.14190674,542,Anaktuvuk Pass,Nunamiut Corporation,Summer,2010/06/15 09:00:00+00,Jun,2010,1.55,2019/02/06 09:00:00+00
-149.1907959,64.34350586,543,Anderson,Nenana Heating,Summer,2010/06/15 09:00:00+00,Jun,2010,3.6,2019/02/06 09:00:00+00
-144.0667114,65.82672119,544,Circle,HC Company Store,Summer,2010/06/15 09:00:00+00,Jun,2010,,2019/02/06 09:00:00+00
-145.7601929,60.54412842,545,Cordova,Hovers Mover,Summer,2010/06/15 09:00:00+00,Jun,2010,3.43,2019/02/06 09:00:00+00
-163.0366821,64.54248047,546,Golovin,Golovin Public Utilities,Summer,2010/06/15 09:00:00+00,Jun,2010,4.9,2019/02/06 09:00:00+00
-161.5822754,59.11828613,547,Goodnews Bay,Mumtram Pikkai Village Corporation,Summer,2010/06/15 09:00:00+00,Jun,2010,4.11,2019/02/06 09:00:00+00
-160.0656128,62.90649414,548,Grayling,HYL Grayling Fuel Company,Summer,2010/06/15 09:00:00+00,Jun,2010,4.75,2019/02/06 09:00:00+00
-135.7390747,58.41333008,549,Gustavus,Gustavus Dray ,Summer,2010/06/15 09:00:00+00,Jun,2010,3.39,2019/02/06 09:00:00+00
-149.0057983,63.8704834,550,Healy,Fisher Fuel,Summer,2010/06/15 09:00:00+00,Jun,2010,2.99,2019/02/06 09:00:00+00
-159.7717896,62.19848633,551,Holy Cross,Holy Cross Oil Company,Summer,2010/06/15 09:00:00+00,Jun,2010,6.31,2019/02/06 09:00:00+00
-151.5319824,59.64727783,552,Homer,Home Run Oil,Summer,2010/06/15 09:00:00+00,Jun,2010,2.87,2019/02/06 09:00:00+00
-135.4456787,58.10968018,553,Hoonah,Hoonah Trading ,Summer,2010/06/15 09:00:00+00,Jun,2010,4.04,2019/02/06 09:00:00+00
-156.3947144,65.7019043,554,Huslia,Huslia Gas and Oil,Summer,2010/06/15 09:00:00+00,Jun,2010,4.25,2019/02/06 09:00:00+00
-133.9448242,56.9744873,555,Kake,Kake Tribal Fuel,Summer,2010/06/15 09:00:00+00,Jun,2010,4.1,2019/02/06 09:00:00+00
-143.612793,70.12670898,556,Kaktovik,Kaktovik Inupiat Corporation,Summer,2010/06/15 09:00:00+00,Jun,2010,2.02,2019/02/06 09:00:00+00
-158.7249146,64.32647705,557,Kaltag,Kaltag Cooperative,Summer,2010/06/15 09:00:00+00,Jun,2010,4.75,2019/02/06 09:00:00+00
-162.3112793,55.05950928,558,King Cove,Peter Pan Seafood,Summer,2010/06/15 09:00:00+00,Jun,2010,3.45,2019/02/06 09:00:00+00
-154.7492065,59.44012451,559,Kokhanok,Kokhanok Tribal Council,Summer,2010/06/15 09:00:00+00,Jun,2010,6.75,2019/02/06 09:00:00+00
-163.5565186,63.03308105,560,Kotlik,Kotlik Yupik Enterprises,Summer,2010/06/15 09:00:00+00,Jun,2010,4.97,2019/02/06 09:00:00+00
-161.1647949,64.9307251,561,Koyuk,Koyuk Native Corporation,Summer,2010/06/15 09:00:00+00,Jun,2010,4.34,2019/02/06 09:00:00+00
-151.7357788,68.14190674,562,Anaktuvuk Pass,Nunamiut Corporation,Winter,2008/11/15 09:00:00+00,Nov,2008,1.3,2019/02/06 09:00:00+00
-149.1907959,64.34350586,563,Anderson,Nenana Heating,Winter,2008/11/15 09:00:00+00,Nov,2008,4.08,2019/02/06 09:00:00+00
-145.7601929,60.54412842,564,Cordova,Hovers Mover,Winter,2008/11/15 09:00:00+00,Nov,2008,5.24,2019/02/06 09:00:00+00
-163.0366821,64.54248047,565,Golovin,Golovin Public Utilities,Winter,2008/11/15 09:00:00+00,Nov,2008,5.32,2019/02/06 09:00:00+00
-161.5822754,59.11828613,566,Goodnews Bay,Mumtram Pikkai Village Corporation,Winter,2008/11/15 09:00:00+00,Nov,2008,6.32,2019/02/06 09:00:00+00
-160.0656128,62.90649414,567,Grayling,HYL Grayling Fuel Company,Winter,2008/11/15 09:00:00+00,Nov,2008,7,2019/02/06 09:00:00+00
-135.7390747,58.41333008,568,Gustavus,Gustavus Dray ,Winter,2008/11/15 09:00:00+00,Nov,2008,5.1,2019/02/06 09:00:00+00
-149.0057983,63.8704834,569,Healy,Fisher Fuel,Winter,2008/11/15 09:00:00+00,Nov,2008,3.85,2019/02/06 09:00:00+00
-159.7717896,62.19848633,570,Holy Cross,Holy Cross Oil Company,Winter,2008/11/15 09:00:00+00,Nov,2008,7.66,2019/02/06 09:00:00+00
-151.5319824,59.64727783,571,Homer,Home Run Oil,Winter,2008/11/15 09:00:00+00,Nov,2008,3.52,2019/02/06 09:00:00+00
-135.4456787,58.10968018,572,Hoonah,Hoonah Trading ,Winter,2008/11/15 09:00:00+00,Nov,2008,5.04,2019/02/06 09:00:00+00
-156.3947144,65.7019043,573,Huslia,Huslia Gas and Oil,Winter,2008/11/15 09:00:00+00,Nov,2008,7,2019/02/06 09:00:00+00
-133.9448242,56.9744873,574,Kake,Kake Tribal Fuel,Winter,2008/11/15 09:00:00+00,Nov,2008,6.11,2019/02/06 09:00:00+00
-143.612793,70.12670898,575,Kaktovik,Kaktovik Inupiat Corporation,Winter,2008/11/15 09:00:00+00,Nov,2008,2,2019/02/06 09:00:00+00
-158.7249146,64.32647705,576,Kaltag,Kaltag Cooperative,Winter,2008/11/15 09:00:00+00,Nov,2008,5.5,2019/02/06 09:00:00+00
-160.4373169,66.9743042,577,Kiana,Kiana Traditional Council,Winter,2008/11/15 09:00:00+00,Nov,2008,6.64,2019/02/06 09:00:00+00
-162.3112793,55.05950928,578,King Cove,Peter Pan Seafood,Winter,2008/11/15 09:00:00+00,Nov,2008,4.3,2019/02/06 09:00:00+00
-154.7492065,59.44012451,579,Kokhanok,Kokhanok Tribal Council,Winter,2008/11/15 09:00:00+00,Nov,2008,8,2019/02/06 09:00:00+00
-163.5565186,63.03308105,580,Kotlik,Kotlik Yupik Enterprises,Winter,2008/11/15 09:00:00+00,Nov,2008,8.02,2019/02/06 09:00:00+00
-161.1647949,64.9307251,581,Koyuk,Koyuk Native Corporation,Winter,2008/11/15 09:00:00+00,Nov,2008,8.06,2019/02/06 09:00:00+00
-163.1575928,59.8770752,582,Kwigillingok,KWIK Marina Inc.,Winter,2008/11/15 09:00:00+00,Nov,2008,6.7,2019/02/06 09:00:00+00
-162.0881958,61.88153076,583,Marshall,Maserculiq Inc.,Winter,2008/11/15 09:00:00+00,Nov,2008,7.54,2019/02/06 09:00:00+00
-149.3482056,65.15228271,584,Minto,North Fork Store,Winter,2008/11/15 09:00:00+00,Nov,2008,5.25,2019/02/06 09:00:00+00
-161.2017822,56.00128174,585,Nelson Lagoon,Nelson Lagoon Enterprises,Winter,2008/11/15 09:00:00+00,Nov,2008,5.96,2019/02/06 09:00:00+00
-149.0906982,64.56268311,586,Nenana,Nenana Heating,Winter,2008/11/15 09:00:00+00,Nov,2008,3.93,2019/02/06 09:00:00+00
-150.9990234,70.21728516,587,Nuiqsut,Kuukpik Corporation,Winter,2006/11/15 09:00:00+00,Nov,2006,1.25,2019/02/06 09:00:00+00
-162.4573975,60.89727783,588,Nunapitchuk,Nunapitchuk Ltd.,Winter,2006/11/15 09:00:00+00,Nov,2006,3.75,2019/02/06 09:00:00+00
-152.5039063,57.92327881,589,Ouzinkie,Ouzinkie Native Corporation,Winter,2006/11/15 09:00:00+00,Nov,2006,2.94,2019/02/06 09:00:00+00
-136.2296753,57.96069336,590,Pelican,Lisianski  Oil - Pelican Sea,Winter,2006/11/15 09:00:00+00,Nov,2006,3.55,2019/02/06 09:00:00+00
-152.8834229,57.86669922,591,Port Lions,Kizhuyak Oil Sales,Winter,2006/11/15 09:00:00+00,Nov,2006,3.39,2019/02/06 09:00:00+00
-160.4981079,55.34088135,592,Sand Point,Paul Gundersen,Winter,2006/11/15 09:00:00+00,Nov,2006,3.25,2019/02/06 09:00:00+00
-157.1704102,61.70269775,593,Sleetmute,Henry Hill Store,Winter,2006/11/15 09:00:00+00,Nov,2006,7,2019/02/06 09:00:00+00
-165.1071777,60.52947998,594,Toksook Bay,Nunakauiak Yupik Corporation,Winter,2006/11/15 09:00:00+00,Nov,2006,5.03,2019/02/06 09:00:00+00
-146.3551025,61.13031006,595,Valdez,North Pacific,Winter,2006/11/15 09:00:00+00,Nov,2006,2.57,2019/02/06 09:00:00+00
-160.0322266,70.63848877,596,Wainwright,Olgoonik Corporation,Winter,2006/11/15 09:00:00+00,Nov,2006,1.45,2019/02/06 09:00:00+00
-161.2299805,60.9074707,597,Akiak,Kokarmiut Corporation,Winter,2005/11/15 09:00:00+00,Nov,2005,3.95,2019/02/06 09:00:00+00
-152.7012939,66.55450439,598,Alatna,Everts Fuel,Winter,2005/11/15 09:00:00+00,Nov,2005,4,2019/02/06 09:00:00+00
-151.7357788,68.14190674,599,Anaktuvuk Pass,Nunamiut Corporation,Winter,2005/11/15 09:00:00+00,Nov,2005,1.2,2019/02/06 09:00:00+00
-149.1907959,64.34350586,600,Anderson,Nenana Heating,Winter,2005/11/15 09:00:00+00,Nov,2005,2.32,2019/02/06 09:00:00+00
-145.5355225,68.128479,601,Arctic Village,Everts Fuel,Winter,2005/11/15 09:00:00+00,Nov,2005,3.832,2019/02/06 09:00:00+00
-144.0667114,65.82672119,602,Circle,Interior Fuel                          ,Winter,2005/11/15 09:00:00+00,Nov,2005,2.85,2019/02/06 09:00:00+00
-145.7601929,60.54412842,603,Cordova,Hovers Mover,Winter,2005/11/15 09:00:00+00,Nov,2005,3.39,2019/02/06 09:00:00+00
-163.0366821,64.54248047,604,Golovin,Golovin Public Utilities,Winter,2005/11/15 09:00:00+00,Nov,2005,3.6,2019/02/06 09:00:00+00
-161.5822754,59.11828613,605,Goodnews Bay,Mumtram Pikkai Village Corporation,Winter,2005/11/15 09:00:00+00,Nov,2005,3.08,2019/02/06 09:00:00+00
-160.0656128,62.90649414,606,Grayling,HYL Grayling Fuel Company,Winter,2005/11/15 09:00:00+00,Nov,2005,4,2019/02/06 09:00:00+00
-135.7390747,58.41333008,607,Gustavus,Gustavus Dray ,Winter,2005/11/15 09:00:00+00,Nov,2005,2.8,2019/02/06 09:00:00+00
-149.0057983,63.8704834,608,Healy,Nenana Heating,Winter,2005/11/15 09:00:00+00,Nov,2005,2.539,2019/02/06 09:00:00+00
-159.7717896,62.19848633,609,Holy Cross,Holy Cross Oil Company,Winter,2005/11/15 09:00:00+00,Nov,2005,3.7,2019/02/06 09:00:00+00
-151.5319824,59.64727783,610,Homer,Home Run Oil,Winter,2005/11/15 09:00:00+00,Nov,2005,2.55,2019/02/06 09:00:00+00
-156.8770752,64.74267578,611,Galena,Crowley Marine,Summer,2017/07/15 09:00:00+00,July,2017,5.69,2019/02/06 09:00:00+00
-171.718811,63.7769165,612,Gambell,ANICA (Gambell Native Store),Summer,2017/07/15 09:00:00+00,July,2017,4.28,2019/02/06 09:00:00+00
-145.52771,62.1126709,613,Glennallen,Crowley Fuel,Summer,2017/07/15 09:00:00+00,July,2017,2.57,2019/02/06 09:00:00+00
-166.0963745,61.53088379,614,Hooper Bay,Crowley Marine,Summer,2017/07/15 09:00:00+00,July,2017,5.1,2019/02/06 09:00:00+00
-154.2581787,66.04589844,615,Hughes,City of Hughes,Summer,2017/07/15 09:00:00+00,July,2017,9,2019/02/06 09:00:00+00
-134.4066162,58.29992676,616,Juneau,Delta Western,Summer,2017/07/15 09:00:00+00,July,2017,2.77,2019/02/06 09:00:00+00
-160.4373169,66.9743042,617,Kiana,City of Kiana,Summer,2017/07/15 09:00:00+00,July,2017,5.5,2019/02/06 09:00:00+00
-162.5930176,66.89672852,618,Kotzebue,Crowley Fuel,Summer,2017/07/15 09:00:00+00,July,2017,5.04,2019/02/06 09:00:00+00
-153.9813843,57.53710938,619,Larsen Bay,City of Larsen Bay,Summer,2017/07/15 09:00:00+00,July,2017,3.6,2019/02/06 09:00:00+00
-155.5883789,62.95007324,620,McGrath,Crowley Fuel,Summer,2017/07/15 09:00:00+00,July,2017,5.99,2019/02/06 09:00:00+00
-163.7261963,62.08947754,621,Mountain Village,Azachorak Fuel,Summer,2017/07/15 09:00:00+00,July,2017,5.15,2019/02/06 09:00:00+00
-154.8574829,59.96789551,622,Nondalton,City of Nondalton,Summer,2017/07/15 09:00:00+00,July,2017,4.48,2019/02/06 09:00:00+00
-158.1052856,64.72351074,623,Nulato,City of Nulato,Summer,2017/07/15 09:00:00+00,July,2017,4.25,2019/02/06 09:00:00+00
-153.2836914,57.21350098,624,Old Harbor,City of Old Harbor,Summer,2017/07/15 09:00:00+00,July,2017,3.55,2019/02/06 09:00:00+00
-155.4888916,64.73931885,625,Ruby,Dineega Fuel Company,Summer,2017/07/15 09:00:00+00,July,2017,3.45,2019/02/06 09:00:00+00
-169.5452881,56.60150146,626,Saint George,Delta Fuel Company,Summer,2017/07/15 09:00:00+00,July,2017,7.15,2019/02/06 09:00:00+00
-170.4840088,63.69311523,627,Savoonga,ANICA (Savoonga Native Store),Summer,2017/07/15 09:00:00+00,July,2017,4.25,2019/02/06 09:00:00+00
-165.5814819,61.84289551,628,Scammon Bay,Askinuk Corporation,Summer,2017/07/15 09:00:00+00,July,2017,5.46,2019/02/06 09:00:00+00
-166.5375977,53.87310791,629,Unalaska,Delta Western,Summer,2017/07/15 09:00:00+00,July,2017,3.19,2019/02/06 09:00:00+00
-160.3156128,61.53833008,630,Upper Kalskag,City of Upper Kalskag,Summer,2017/07/15 09:00:00+00,July,2017,5.7,2019/02/06 09:00:00+00
-165.7734985,54.13427734,631,Akutan,City of Akutan,Winter,2017/01/15 09:00:00+00,Jan,2017,2.6,2019/02/06 09:00:00+00
-152.7012939,66.55450439,632,Alatna,Alatna Traditional Council,Winter,2017/01/15 09:00:00+00,Jan,2017,7,2019/02/06 09:00:00+00
-134.5808105,57.49969482,633,Angoon,Angoon Oil and Gas,Winter,2017/01/15 09:00:00+00,Jan,2017,3.5,2019/02/06 09:00:00+00
-160.1992798,62.65252686,634,Anvik,Deloyges Inc.,Winter,2017/01/15 09:00:00+00,Jan,2017,5.35,2019/02/06 09:00:00+00
-145.5355225,68.128479,635,Arctic Village,Arctic Village Traditional Council,Winter,2017/01/15 09:00:00+00,Jan,2017,12,2019/02/06 09:00:00+00
-134.4066162,58.29992676,636,Juneau,Delta Western,Winter,2012/01/15 09:00:00+00,Jan,2012,4.31,2019/02/06 09:00:00+00
-160.4373169,66.9743042,637,Kiana,City of Kiana,Winter,2012/01/15 09:00:00+00,Jan,2012,7,2019/02/06 09:00:00+00
-162.5930176,66.89672852,638,Kotzebue,Crowley Fuel,Winter,2012/01/15 09:00:00+00,Jan,2012,5.92,2019/02/06 09:00:00+00
-153.9813843,57.53710938,639,Larsen Bay,City of Larsen Bay,Winter,2012/01/15 09:00:00+00,Jan,2012,5.57,2019/02/06 09:00:00+00
-155.5883789,62.95007324,640,McGrath,Crowley Fuel,Winter,2012/01/15 09:00:00+00,Jan,2012,7.47,2019/02/06 09:00:00+00
-163.7261963,62.08947754,641,Mountain Village,Azachorak Fuel,Winter,2012/01/15 09:00:00+00,Jan,2012,7.53,2019/02/06 09:00:00+00
-154.8574829,59.96789551,642,Nondalton,City of Nondalton,Winter,2012/01/15 09:00:00+00,Jan,2012,6.67,2019/02/06 09:00:00+00
-158.1052856,64.72351074,643,Nulato,City of Nulato,Winter,2012/01/15 09:00:00+00,Jan,2012,5.7,2019/02/06 09:00:00+00
-153.2836914,57.21350098,644,Old Harbor,City of Old Harbor,Winter,2012/01/15 09:00:00+00,Jan,2012,5.75,2019/02/06 09:00:00+00
-155.4888916,64.73931885,645,Ruby,Dineega Fuel Company,Winter,2012/01/15 09:00:00+00,Jan,2012,5.3,2019/02/06 09:00:00+00
-169.5452881,56.60150146,646,Saint George,Delta Fuel Company,Winter,2012/01/15 09:00:00+00,Jan,2012,6.34,2019/02/06 09:00:00+00
-170.4840088,63.69311523,647,Savoonga,ANICA (Savoonga Native Store),Winter,2012/01/15 09:00:00+00,Jan,2012,5.61,2019/02/06 09:00:00+00
-165.5814819,61.84289551,648,Scammon Bay,Askinuk Corporation,Winter,2012/01/15 09:00:00+00,Jan,2012,7.33,2019/02/06 09:00:00+00
-166.5375977,53.87310791,649,Unalaska,Delta Western,Winter,2012/01/15 09:00:00+00,Jan,2012,4.53,2019/02/06 09:00:00+00
-160.3156128,61.53833008,650,Upper Kalskag,City of Upper Kalskag,Winter,2012/01/15 09:00:00+00,Jan,2012,6.5,2019/02/06 09:00:00+00
-165.7734985,54.13427734,651,Akutan,City of Akutan,Summer,2011/07/15 09:00:00+00,July,2011,3.95,2019/02/06 09:00:00+00
-152.7012939,66.55450439,652,Alatna,Alatna Traditional Council,Summer,2011/07/15 09:00:00+00,July,2011,7.5,2019/02/06 09:00:00+00
-134.5808105,57.49969482,653,Angoon,Angoon Oil and Gas,Summer,2011/07/15 09:00:00+00,July,2011,5.1,2019/02/06 09:00:00+00
-160.1992798,62.65252686,654,Anvik,Deloyges Inc.,Summer,2011/07/15 09:00:00+00,July,2011,5.25,2019/02/06 09:00:00+00
-145.5355225,68.128479,655,Arctic Village,Arctic Village Traditional Council,Summer,2011/07/15 09:00:00+00,July,2011,10,2019/02/06 09:00:00+00
-174.2001953,52.19787598,656,Atka,Atka Native Store,Summer,2011/07/15 09:00:00+00,July,2011,7.43,2019/02/06 09:00:00+00
-162.2764282,60.8572998,657,Atmautluak,Atmautluak Limited,Summer,2011/07/15 09:00:00+00,July,2011,5.4,2019/02/06 09:00:00+00
-157.4235229,70.4821167,658,Atqasuk,Atqasuk Corporation,Summer,2011/07/15 09:00:00+00,July,2011,1.4,2019/02/06 09:00:00+00
-161.7717896,60.7913208,659,Bethel,Crowley Fuel,Summer,2011/07/15 09:00:00+00,July,2011,5.59,2019/02/06 09:00:00+00
-166.4921875,65.33447266,660,Brevig Mission,Brevig Mission Native Store,Summer,2011/07/15 09:00:00+00,July,2011,4.77,2019/02/06 09:00:00+00
-160.1992798,62.65252686,661,Anvik,Deloyges Inc.,Winter,2010/01/15 09:00:00+00,Jan,2010,4.5,2019/02/06 09:00:00+00
-145.5355225,68.128479,662,Arctic Village,Arctic Village Traditional Council,Winter,2010/01/15 09:00:00+00,Jan,2010,10,2019/02/06 09:00:00+00
-174.2001953,52.19787598,663,Atka,Atka Native Store,Winter,2010/01/15 09:00:00+00,Jan,2010,5.45,2019/02/06 09:00:00+00
-162.2764282,60.8572998,664,Atmautluak,Atmautluak Limited,Winter,2010/01/15 09:00:00+00,Jan,2010,5.36,2019/02/06 09:00:00+00
-157.4235229,70.4821167,665,Atqasuk,Atqasuk Corporation,Winter,2010/01/15 09:00:00+00,Jan,2010,1.4,2019/02/06 09:00:00+00
-161.7717896,60.7913208,666,Bethel,Crowley Fuel,Winter,2010/01/15 09:00:00+00,Jan,2010,4.37,2019/02/06 09:00:00+00
-166.4921875,65.33447266,667,Brevig Mission,Brevig Mission Native Store,Winter,2010/01/15 09:00:00+00,Jan,2010,4.64,2019/02/06 09:00:00+00
-158.4141846,56.30133057,668,Chignik,City of Chignik,Winter,2010/01/15 09:00:00+00,Jan,2010,3.04,2019/02/06 09:00:00+00
-144.4411011,61.51647949,669,Chitina,Chitina Services,Winter,2010/01/15 09:00:00+00,Jan,2010,3.99,2019/02/06 09:00:00+00
-144.0667114,65.82672119,670,Circle,Steese,Winter,2010/01/15 09:00:00+00,Jan,2010,3.69,2019/02/06 09:00:00+00
-158.5479126,58.83447266,671,Clark's Point,City of Clark’s Point,Winter,2010/01/15 09:00:00+00,Jan,2010,6,2019/02/06 09:00:00+00
-133.151001,55.47607422,672,Craig,Petro Marine,Winter,2010/01/15 09:00:00+00,Jan,2010,3.16,2019/02/06 09:00:00+00
-162.7288208,66.07672119,673,Deering,Deering IRA,Winter,2010/01/15 09:00:00+00,Jan,2010,4.48,2019/02/06 09:00:00+00
-145.7366943,64.04730225,674,Delta Junction,Delta Fuel Company,Winter,2010/01/15 09:00:00+00,Jan,2010,3.02,2019/02/06 09:00:00+00
-158.4630127,59.03948975,675,Dillingham,Delta Western,Winter,2010/01/15 09:00:00+00,Jan,2010,4.41,2019/02/06 09:00:00+00
-141.2075806,64.78887939,676,Eagle,Telegraph Hill Services,Winter,2010/01/15 09:00:00+00,Jan,2010,5,2019/02/06 09:00:00+00
-164.5297852,62.77709961,677,Emmonak,Emmonak Corp. Tank Farm,Winter,2010/01/15 09:00:00+00,Jan,2010,5.15,2019/02/06 09:00:00+00
-147.7211914,64.83972168,678,Fairbanks,Alaska Petroleum,Winter,2010/01/15 09:00:00+00,Jan,2010,3.07,2019/02/06 09:00:00+00
-156.8770752,64.74267578,679,Galena,Crowley Marine,Winter,2010/01/15 09:00:00+00,Jan,2010,4.96,2019/02/06 09:00:00+00
-171.718811,63.7769165,680,Gambell,ANICA (Gambell Native Store),Winter,2010/01/15 09:00:00+00,Jan,2010,5.1,2019/02/06 09:00:00+00
-145.52771,62.1126709,681,Glennallen,Crowley Fuel,Winter,2010/01/15 09:00:00+00,Jan,2010,3.21,2019/02/06 09:00:00+00
-166.0963745,61.53088379,682,Hooper Bay,Crowley Marine,Winter,2010/01/15 09:00:00+00,Jan,2010,6.56,2019/02/06 09:00:00+00
-154.2581787,66.04589844,683,Hughes,City of Hughes,Winter,2010/01/15 09:00:00+00,Jan,2010,8.55,2019/02/06 09:00:00+00
-134.4066162,58.29992676,684,Juneau,Delta Western,Winter,2010/01/15 09:00:00+00,Jan,2010,3.18,2019/02/06 09:00:00+00
-160.4373169,66.9743042,685,Kiana,City of Kiana,Winter,2010/01/15 09:00:00+00,Jan,2010,6.18,2019/02/06 09:00:00+00
-161.9005127,59.75152588,686,Quinhagak,Qanirtuuq Corporation,Summer,2008/06/15 09:00:00+00,Jun,2008,7.02,2019/02/06 09:00:00+00
-161.3234863,61.78387451,687,Russian Mission,Russian Mission Corporation,Summer,2008/06/15 09:00:00+00,Jun,2008,4.75,2019/02/06 09:00:00+00
-162.039917,63.47827148,688,Saint Michael,Saint Michael Fuel Company,Summer,2008/06/15 09:00:00+00,Jun,2008,4.84,2019/02/06 09:00:00+00
-160.4981079,55.34088135,689,Sand Point,Trident Seafoods,Summer,2008/06/15 09:00:00+00,Jun,2008,5.04,2019/02/06 09:00:00+00
-151.7185059,59.44067383,690,Seldovia,Seldovia Fuel and Lube,Summer,2008/06/15 09:00:00+00,Jun,2008,5.33,2019/02/06 09:00:00+00
-166.0706787,66.25512695,691,Shishmaref,Shishmaref Native Store,Summer,2008/06/15 09:00:00+00,Jun,2008,5.09,2019/02/06 09:00:00+00
-162.2915039,63.52392578,692,Stebbins,Tapraq Fuel Company,Summer,2008/06/15 09:00:00+00,Jun,2008,6,2019/02/06 09:00:00+00
-152.0776978,65.17132568,693,Tanana,Tanacon Fuel,Summer,2008/06/15 09:00:00+00,Jun,2008,4.95,2019/02/06 09:00:00+00
-132.5228271,55.68548584,694,Thorne Bay,Petro Marine,Summer,2008/06/15 09:00:00+00,Jun,2008,4.41,2019/02/06 09:00:00+00
-160.3787842,59.06048584,695,Togiak,Togiak Natives Limited,Summer,2008/06/15 09:00:00+00,Jun,2008,6.02,2019/02/06 09:00:00+00
-162.6762085,60.34289551,696,Tuntutuliak,Qinarmiut Corporation,Summer,2008/06/15 09:00:00+00,Jun,2008,7.66,2019/02/06 09:00:00+00
-160.7919922,63.87670898,697,Unalakleet,Unalakleet Native Corporation,Summer,2008/06/15 09:00:00+00,Jun,2008,6.81,2019/02/06 09:00:00+00
-168.0911865,65.60913086,698,Wales,Wales Native Store,Summer,2008/06/15 09:00:00+00,Jun,2008,4.84,2019/02/06 09:00:00+00
-163.4104004,64.68127441,699,White Mountain,White Mountain Native Store,Summer,2008/06/15 09:00:00+00,Jun,2008,6.25,2019/02/06 09:00:00+00
-132.383606,56.47052002,700,Wrangell,Wrangell Oil,Summer,2008/06/15 09:00:00+00,Jun,2008,5.35,2019/02/06 09:00:00+00
-144.0667114,65.82672119,701,Circle,Steve's,Winter,2007/11/15 09:00:00+00,Nov,2007,3.5,2019/02/06 09:00:00+00
-133.151001,55.47607422,702,Craig,Petro Marine,Winter,2007/11/15 09:00:00+00,Nov,2007,3.61,2019/02/06 09:00:00+00
-141.2075806,64.78887939,703,Eagle,Telegraph Hill Services,Winter,2007/11/15 09:00:00+00,Nov,2007,3.5,2019/02/06 09:00:00+00
-147.7211914,64.83972168,704,Fairbanks,Petro Star - Flint Hill,Winter,2007/11/15 09:00:00+00,Nov,2007,3.2,2019/02/06 09:00:00+00
-145.52771,62.1126709,705,Glennallen,Service Oil and Gas,Winter,2007/11/15 09:00:00+00,Nov,2007,3.44,2019/02/06 09:00:00+00
-152.3973999,57.79309082,706,Kodiak,Thompson Transfer,Winter,2007/11/15 09:00:00+00,Nov,2007,3.28,2019/02/06 09:00:00+00
-132.9577026,56.81109619,707,Petersburg,Petro Marine,Winter,2007/11/15 09:00:00+00,Nov,2007,3.67,2019/02/06 09:00:00+00
-162.8831177,61.93731689,708,Pilot Station,Pilot Station Native Corporation,Winter,2007/11/15 09:00:00+00,Nov,2007,5.98,2019/02/06 09:00:00+00
-133.6212158,56.35150146,709,Point Baker,Point Baker Trading Post,Winter,2007/11/15 09:00:00+00,Nov,2007,4,2019/02/06 09:00:00+00
-150.9990234,70.21728516,710,Nuiqsut,Kuukpik Corporation,Winter,2007/11/15 09:00:00+00,Nov,2007,1.45,2019/02/06 09:00:00+00
-135.4456787,58.10968018,711,Hoonah,Hoonah Trading ,Winter,2005/11/15 09:00:00+00,Nov,2005,3.41,2019/02/06 09:00:00+00
-174.2001953,52.19787598,712,Atka,Atka Native Store,Winter,2017/01/15 09:00:00+00,Jan,2017,6.85,2019/02/06 09:00:00+00
-153.2836914,57.21350098,713,Old Harbor,City of Old Harbor,Winter,2015/01/15 09:00:00+00,Jan,2015,5.15,2019/02/06 09:00:00+00
-158.4141846,56.30133057,714,Chignik,City of Chignik,Summer,2011/07/15 09:00:00+00,July,2011,3.65,2019/02/06 09:00:00+00
-152.3973999,57.79309082,715,Kodiak,Petro Marine,Winter,2010/01/15 09:00:00+00,Jan,2010,3.23,2019/02/06 09:00:00+00
