source: https://gis.data.alaska.gov/datasets/a8cb2e38a0ed497e9dc2ead8c27ee6d9_2/,,,
Place,e_Per_Capita_Income,Start_Year,End_Year
Dillingham,35178,2016,2020
Diomede,11412,2016,2020
Dot Lake,,2016,2020
Dot Lake Village,20745,2016,2020
Dry Creek,23545,2016,2020
Eagle Village,28525,2016,2020
Eagle,28690,2016,2020
Eareckson Station,102665,2016,2020
Edna Bay,23405,2016,2020
Eek,12613,2016,2020
Egegik,63549,2016,2020
Eielson AFB,27402,2016,2020
Ekwok,14566,2016,2020
Elfin Cove,92488,2016,2020
Elim,12266,2016,2020
Emmonak,14008,2016,2020
Ester,38454,2016,2020
Eureka Roadhouse,,2016,2020
Evansville,71450,2016,2020
Excursion Inlet,62247,2016,2020
Fairbanks,31455,2016,2020
False Pass,36205,2016,2020
Farm Loop,39051,2016,2020
Farmers Loop,42125,2016,2020
Ferry,20826,2016,2020
Fishhook,33811,2016,2020
Flat,,2016,2020
Fort Greely,29644,2016,2020
Fort Yukon,23918,2016,2020
Four Mile Road,,2016,2020
Fox,25455,2016,2020
Fox River,15773,2016,2020
Fritz Creek,36462,2016,2020
Funny River,25231,2016,2020
Gakona,29100,2016,2020
Galena,38583,2016,2020
Gambell,13058,2016,2020
Game Creek,,2016,2020
Gateway,38360,2016,2020
Glacier View,38639,2016,2020
Glennallen,23730,2016,2020
Goldstream,45765,2016,2020
Golovin,21864,2016,2020
Goodnews Bay,15165,2016,2020
Grayling,13855,2016,2020
Gulkana,22824,2016,2020
Gustavus,37070,2016,2020
Haines,28134,2016,2020
Halibut Cove,36094,2016,2020
Happy Valley,27037,2016,2020
Harding-Birch Lakes,30139,2016,2020
Healy,41438,2016,2020
Healy Lake,9743,2016,2020
Hobart Bay,,2016,2020
Hollis,22040,2016,2020
Holy Cross,15360,2016,2020
Homer,35217,2016,2020
Hoonah,34167,2016,2020
Hooper Bay,11991,2016,2020
Hope,30732,2016,2020
Houston,26827,2016,2020
Hughes,12993,2016,2020
Huslia,14326,2016,2020
Hydaburg,20422,2016,2020
Hyder,,2016,2020
Igiugig,24548,2016,2020
Iliamna,39019,2016,2020
Ivanof Bay,,2016,2020
Juneau,43074,2016,2020
Kachemak,32807,2016,2020
Kake,23997,2016,2020
Kaktovik,29366,2016,2020
Kalifornsky,36730,2016,2020
Kaltag,32901,2016,2020
Karluk,31129,2016,2020
Kasaan,29883,2016,2020
Kasigluk,8337,2016,2020
Kasilof,28318,2016,2020
Kenai,34134,2016,2020
Kenny Lake,39980,2016,2020
Ketchikan,35519,2016,2020
Kiana,17771,2016,2020
King Cove,34690,2016,2020
King Salmon,48767,2016,2020
Kipnuk,11174,2016,2020
Kivalina,21072,2016,2020
Klawock,27091,2016,2020
Klukwan,26570,2016,2020
Knik River,30517,2016,2020
Knik-Fairview,32335,2016,2020
Kobuk,10558,2016,2020
Kodiak Station,25306,2016,2020
Kodiak,31371,2016,2020
Kokhanok,16281,2016,2020
Koliganek,19368,2016,2020
Kongiganak,9572,2016,2020
Kotlik,9779,2016,2020
Kotzebue,36612,2016,2020
Koyuk,12543,2016,2020
Koyukuk,20969,2016,2020
Kupreanof,,2016,2020
Kwethluk,11641,2016,2020
Kwigillingok,11779,2016,2020
Lake Louise,,2016,2020
Lake Minchumina,48100,2016,2020
Larsen Bay,46562,2016,2020
Lazy Mountain,35172,2016,2020
Levelock,20803,2016,2020
Lime Village,8623,2016,2020
Livengood,,2016,2020
Loring,,2016,2020
Lowell Point,23099,2016,2020
Lower Kalskag,10338,2016,2020
Lutak,7409,2016,2020
Manley Hot Springs,51617,2016,2020
Manokotak,21019,2016,2020
Marshall,7343,2016,2020
McCarthy,,2016,2020
McGrath,24660,2016,2020
Meadow Lakes,28496,2016,2020
Mekoryuk,15826,2016,2020
Mendeltna,,2016,2020
Mentasta Lake,19638,2016,2020
Mertarvik,,2016,2020
Metlakatla,22153,2016,2020
Mill Bay,37834,2016,2020
Minto,17972,2016,2020
Moose Creek,43105,2016,2020
Moose Pass,33527,2016,2020
Mosquito Lake,42826,2016,2020
Mountain Village,17363,2016,2020
Mud Bay,,2016,2020
Nabesna,,2016,2020
Naknek,46872,2016,2020
Nanwalek,15591,2016,2020
Napakiak,8188,2016,2020
Napaskiak,9010,2016,2020
Naukati Bay,17581,2016,2020
Nelchina,33894,2016,2020
Nelson Lagoon,24457,2016,2020
Nenana,20752,2016,2020
New Stuyahok,14646,2016,2020
Newhalen,16094,2016,2020
Newtok,10146,2016,2020
Nightmute,9465,2016,2020
Nikiski,26691,2016,2020
Nikolaevsk,29908,2016,2020
Nikolai,20803,2016,2020
Nikolski,21353,2016,2020
Ninilchik,30183,2016,2020
Noatak,15687,2016,2020
Nome,37699,2016,2020
Nondalton,29776,2016,2020
Noorvik,19573,2016,2020
North Lakes,33110,2016,2020
North Pole,32832,2016,2020
Northway,12192,2016,2020
Nuiqsut,31786,2016,2020
Nulato,17161,2016,2020
Nunam Iqua,7788,2016,2020
Nunapitchuk,9448,2016,2020
Old Harbor,16573,2016,2020
Oscarville,11298,2016,2020
Ouzinkie,27155,2016,2020
Palmer,25848,2016,2020
Paxson,,2016,2020
Pedro Bay,27333,2016,2020
Pelican,38651,2016,2020
Perryville,13124,2016,2020
Petersburg,34009,2016,2020
Petersville,,2016,2020
Pilot Point,31902,2016,2020
Pilot Station,10079,2016,2020
Pitkas Point,11455,2016,2020
Platinum,25638,2016,2020
Pleasant Valley,28742,2016,2020
Point Baker,,2016,2020
Point Hope,21765,2016,2020
Point Lay,21322,2016,2020
Point MacKenzie,16460,2016,2020
Point Possession,,2016,2020
Pope-Vannoy Landing,,2016,2020
Port Alexander,22726,2016,2020
Port Alsworth,19718,2016,2020
Port Clarence,26435,2016,2020
Port Graham,25702,2016,2020
Port Heiden,19111,2016,2020
Port Lions,33673,2016,2020
Port Protection,,2016,2020
Portage Creek,,2016,2020
Primrose,43013,2016,2020
Prudhoe Bay,106660,2016,2020
Quinhagak,11658,2016,2020
Rampart,22020,2016,2020
Red Devil,20626,2016,2020
Red Dog Mine,,2016,2020
Ridgeway,42088,2016,2020
Ruby,16226,2016,2020
Russian Mission,6541,2016,2020
Salamatof,21459,2016,2020
Salcha,33922,2016,2020
Sand Point,37722,2016,2020
Savoonga,10608,2016,2020
Saxman,22031,2016,2020
Scammon Bay,9165,2016,2020
Selawik,9072,2016,2020
Seldovia Village,40618,2016,2020
Seldovia,36980,2016,2020
Seward,30301,2016,2020
Shageluk,23429,2016,2020
Shaktoolik,15936,2016,2020
Shishmaref,16077,2016,2020
Shungnak,16739,2016,2020
Silver Springs,62694,2016,2020
Sitka,41082,2016,2020
Skagway,42347,2016,2020
Skwentna,72437,2016,2020
Slana,,2016,2020
Sleetmute,21440,2016,2020
Soldotna,36433,2016,2020
South Lakes,34882,2016,2020
South Naknek,33495,2016,2020
South Van Horn,23861,2016,2020
Saint George,24850,2016,2020
Saint Mary's,15072,2016,2020
Saint Michael,10473,2016,2020
Saint Paul,27829,2016,2020
Stebbins,14589,2016,2020
Steele Creek,46693,2016,2020
Sterling,53987,2016,2020
Stevens Village,10022,2016,2020
Stony River,21600,2016,2020
Sunrise,93003,2016,2020
Susitna,,2016,2020
Susitna North,34202,2016,2020
Sutton-Alpine,23433,2016,2020
Takotna,11796,2016,2020
Talkeetna,25568,2016,2020
Tanacross,17138,2016,2020
Tanaina,30798,2016,2020
Tanana,28769,2016,2020
Tatitlek,25541,2016,2020
Tazlina,43501,2016,2020
Teller,11465,2016,2020
Tenakee Springs,42384,2016,2020
Tetlin,11052,2016,2020
Thorne Bay,28271,2016,2020
Togiak,24079,2016,2020
Tok,34983,2016,2020
Toksook Bay,12602,2016,2020
Tolsona,,2016,2020
Tonsina,,2016,2020
Trapper Creek,34502,2016,2020
Tuluksak,23880,2016,2020
Tuntutuliak,24821,2016,2020
Tununak,8877,2016,2020
Twin Hills,12806,2016,2020
Two Rivers,38040,2016,2020
Tyonek,28421,2016,2020
Ugashik,21163,2016,2020
Unalakleet,30619,2016,2020
Unalaska,44179,2016,2020
Upper Kalskag,12831,2016,2020
Utqiagvik,29900,2016,2020
Valdez,43153,2016,2020
Venetie,16608,2016,2020
Wainwright,27536,2016,2020
Wales,11146,2016,2020
Wasilla,32650,2016,2020
Whale Pass,29260,2016,2020
White Mountain,19169,2016,2020
Whitestone,42523,2016,2020
Whitestone Logging Camp,,2016,2020
Whittier,26598,2016,2020
Willow,24323,2016,2020
Willow Creek,41236,2016,2020
Wiseman,,2016,2020
Womens Bay,37074,2016,2020
Wrangell,32159,2016,2020
Yakutat,32861,2016,2020
Alaska,39236,2017,2021
Aleutians East Borough,36157,2017,2021
Aleutians West Census Area,43599,2017,2021
Anchorage,43125,2017,2021
Bethel Census Area,22295,2017,2021
Bristol Bay Borough,44755,2017,2021
Chugach Census Area,43311,2017,2021
Copper River Census Area,33894,2017,2021
Denali Borough,36412,2017,2021
Dillingham Census Area,27890,2017,2021
Fairbanks North Star Borough,39820,2017,2021
Haines Borough,32128,2017,2021
Hoonah-Angoon Census Area,36787,2017,2021
Juneau,45607,2017,2021
Kenai Peninsula Borough,37473,2017,2021
Ketchikan Gateway Borough,40534,2017,2021
Kodiak Island Borough,35751,2017,2021
Kusilvak Census Area,15417,2017,2021
Lake and Peninsula Borough,27130,2017,2021
Matanuska-Susitna Borough,35929,2017,2021
Nome Census Area,25736,2017,2021
North Slope Borough,47585,2017,2021
Northwest Arctic Borough,26748,2017,2021
Petersburg Borough,35280,2017,2021
Prince of Wales-Hyder Census Area,30574,2017,2021
Sitka,39792,2017,2021
Skagway,43562,2017,2021
Southeast Fairbanks Census Area,31546,2017,2021
Wrangell,31069,2017,2021
Yakutat,39950,2017,2021
Yukon-Koyukuk Census Area,25711,2017,2021
Adak,56146,2017,2021
Akhiok,15139,2017,2021
Akiachak,10268,2017,2021
Akiak,12546,2017,2021
Akutan,34515,2017,2021
Alakanuk,10613,2017,2021
Alatna,18910,2017,2021
Alcan Border,10966,2017,2021
Aleknagik,22622,2017,2021
Aleneva,,2017,2021
Allakaket,14175,2017,2021
Ambler,16314,2017,2021
Anaktuvuk Pass,20654,2017,2021
Anchor Point,31832,2017,2021
Anchorage,43125,2017,2021
Anderson,39143,2017,2021
Angoon,33165,2017,2021
Aniak,43922,2017,2021
Anvik,19244,2017,2021
Arctic Village,12127,2017,2021
Atka,16432,2017,2021
Atmautluak,9914,2017,2021
Atqasuk,18301,2017,2021
Attu Station,,2017,2021
Badger,44739,2017,2021
Bear Creek,30808,2017,2021
Beaver,17102,2017,2021
Beluga,,2017,2021
Bethel,38073,2017,2021
Bettles,,2017,2021
Big Delta,24071,2017,2021
Big Lake,32591,2017,2021
Birch Creek,,2017,2021
Brevig Mission,10917,2017,2021
Buckland,14653,2017,2021
Buffalo Soapstone,30972,2017,2021
Butte,40179,2017,2021
Cantwell,26008,2017,2021
Central,18318,2017,2021
Chalkyitsik,31199,2017,2021
Chase,,2017,2021
Chefornak,9691,2017,2021
Chena Ridge,50190,2017,2021
Chenega,26618,2017,2021
Chevak,47402,2017,2021
Chickaloon,38972,2017,2021
Chicken,,2017,2021
Chignik Lagoon,14913,2017,2021
Chignik Lake,17345,2017,2021
Chignik,27989,2017,2021
Chiniak,,2017,2021
Chisana,,2017,2021
Chistochina,35114,2017,2021
Chitina,30488,2017,2021
Chuathbaluk,11608,2017,2021
Circle,19617,2017,2021
Clam Gulch,27677,2017,2021
Clark's Point,13576,2017,2021
Coffman Cove,36844,2017,2021
Cohoe,33376,2017,2021
Cold Bay,65104,2017,2021
Coldfoot,61232,2017,2021
College,40465,2017,2021
Cooper Landing,53177,2017,2021
Copper Center,23571,2017,2021
Cordova,42385,2017,2021
Covenant Life,,2017,2021
Craig,38059,2017,2021
Crooked Creek,10797,2017,2021
Crown Point,37086,2017,2021
Deering,17859,2017,2021
Delta Junction,34093,2017,2021
Deltana,33110,2017,2021
Denali Park,29162,2017,2021
Diamond Ridge,39787,2017,2021
Dillingham,37557,2017,2021
Diomede,11345,2017,2021
Dot Lake,,2017,2021
Dot Lake Village,,2017,2021
Dry Creek,24159,2017,2021
Eagle Village,33912,2017,2021
Eagle,30430,2017,2021
Eareckson Station,86991,2017,2021
Edna Bay,31633,2017,2021
Eek,13755,2017,2021
Egegik,88249,2017,2021
Eielson AFB,25533,2017,2021
Ekwok,13092,2017,2021
Elfin Cove,137537,2017,2021
Elim,9760,2017,2021
Emmonak,15607,2017,2021
Ester,37171,2017,2021
Eureka Roadhouse,,2017,2021
Evansville,73265,2017,2021
Excursion Inlet,81234,2017,2021
Fairbanks,33194,2017,2021
False Pass,34495,2017,2021
Farm Loop,45543,2017,2021
Farmers Loop,46927,2017,2021
Ferry,23771,2017,2021
Fishhook,36831,2017,2021
Flat,,2017,2021
Fort Greely,31074,2017,2021
Fort Yukon,25369,2017,2021
Four Mile Road,,2017,2021
Fox,26647,2017,2021
Fox River,18522,2017,2021
Fritz Creek,37670,2017,2021
Funny River,32549,2017,2021
Gakona,37951,2017,2021
Galena,38149,2017,2021
Gambell,13855,2017,2021
Game Creek,,2017,2021
Gateway,44588,2017,2021
Glacier View,48952,2017,2021
Glennallen,29889,2017,2021
Goldstream,47220,2017,2021
Golovin,22818,2017,2021
Goodnews Bay,10866,2017,2021
Grayling,14049,2017,2021
Gulkana,27543,2017,2021
Gustavus,39115,2017,2021
Haines,31177,2017,2021
Halibut Cove,34806,2017,2021
Happy Valley,28337,2017,2021
Harding-Birch Lakes,29889,2017,2021
Healy,43727,2017,2021
Healy Lake,25470,2017,2021
Hobart Bay,,2017,2021
Hollis,24381,2017,2021
Holy Cross,15763,2017,2021
Homer,37499,2017,2021
Hoonah,33033,2017,2021
Hooper Bay,13550,2017,2021
Hope,27661,2017,2021
Houston,33051,2017,2021
Hughes,14161,2017,2021
Huslia,14805,2017,2021
Hydaburg,21621,2017,2021
Hyder,,2017,2021
Igiugig,24265,2017,2021
Iliamna,42177,2017,2021
Ivanof Bay,,2017,2021
Juneau,45607,2017,2021
Kachemak,33863,2017,2021
Kake,24878,2017,2021
Kaktovik,27179,2017,2021
Kalifornsky,40689,2017,2021
Kaltag,31019,2017,2021
Karluk,32900,2017,2021
Kasaan,39389,2017,2021
Kasigluk,9420,2017,2021
Kasilof,43580,2017,2021
Kenai,33422,2017,2021
Kenny Lake,40433,2017,2021
Ketchikan,37110,2017,2021
Kiana,18938,2017,2021
King Cove,34808,2017,2021
King Salmon,47639,2017,2021
Kipnuk,9636,2017,2021
Kivalina,22311,2017,2021
Klawock,27314,2017,2021
Klukwan,27151,2017,2021
Knik River,34631,2017,2021
Knik-Fairview,35516,2017,2021
Kobuk,12573,2017,2021
Kodiak Station,25191,2017,2021
Kodiak,31635,2017,2021
Kokhanok,18906,2017,2021
Koliganek,15404,2017,2021
Kongiganak,9991,2017,2021
Kotlik,9559,2017,2021
Kotzebue,37300,2017,2021
Koyuk,14286,2017,2021
Koyukuk,20795,2017,2021
Kupreanof,55521,2017,2021
Kwethluk,9653,2017,2021
Kwigillingok,14825,2017,2021
Lake Louise,,2017,2021
Lake Minchumina,102933,2017,2021
Larsen Bay,39696,2017,2021
Lazy Mountain,39849,2017,2021
Levelock,26462,2017,2021
Lime Village,8581,2017,2021
Livengood,,2017,2021
Loring,,2017,2021
Lowell Point,23407,2017,2021
Lower Kalskag,8194,2017,2021
Lutak,7273,2017,2021
Manley Hot Springs,52106,2017,2021
Manokotak,18248,2017,2021
Marshall,7011,2017,2021
McCarthy,,2017,2021
McGrath,23840,2017,2021
Meadow Lakes,33610,2017,2021
Mekoryuk,15875,2017,2021
Mendeltna,24875,2017,2021
Mentasta Lake,22923,2017,2021
Mertarvik,,2017,2021
Metlakatla,24979,2017,2021
Mill Bay,46437,2017,2021
Minto,20782,2017,2021
Moose Creek,52609,2017,2021
Moose Pass,38809,2017,2021
Mosquito Lake,53422,2017,2021
Mountain Village,13988,2017,2021
Mud Bay,28028,2017,2021
Nabesna,,2017,2021
Naknek,43191,2017,2021
Nanwalek,14757,2017,2021
Napakiak,6847,2017,2021
Napaskiak,8715,2017,2021
Naukati Bay,18865,2017,2021
Nelchina,36638,2017,2021
Nelson Lagoon,23676,2017,2021
Nenana,21023,2017,2021
New Stuyahok,21240,2017,2021
Newhalen,15696,2017,2021
Newtok,10994,2017,2021
Nightmute,11119,2017,2021
Nikiski,25658,2017,2021
Nikolaevsk,32515,2017,2021
Nikolai,25706,2017,2021
Nikolski,16635,2017,2021
Ninilchik,30067,2017,2021
Noatak,17325,2017,2021
Nome,37574,2017,2021
Nondalton,38722,2017,2021
Noorvik,21070,2017,2021
North Lakes,37546,2017,2021
North Pole,34724,2017,2021
Northway,15044,2017,2021
Nuiqsut,32083,2017,2021
Nulato,28284,2017,2021
Nunam Iqua,7065,2017,2021
Nunapitchuk,9414,2017,2021
Old Harbor,18230,2017,2021
Oscarville,15406,2017,2021
Ouzinkie,32227,2017,2021
Palmer,28487,2017,2021
Paxson,,2017,2021
Pedro Bay,26161,2017,2021
Pelican,49061,2017,2021
Perryville,12327,2017,2021
Petersburg,34966,2017,2021
Petersville,,2017,2021
Pilot Point,31053,2017,2021
Pilot Station,10734,2017,2021
Pitkas Point,13321,2017,2021
Platinum,29925,2017,2021
Pleasant Valley,49859,2017,2021
Point Baker,,2017,2021
Point Hope,19502,2017,2021
Point Lay,20529,2017,2021
Point MacKenzie,12173,2017,2021
Point Possession,,2017,2021
Pope-Vannoy Landing,,2017,2021
Port Alexander,30079,2017,2021
Port Alsworth,24354,2017,2021
Port Clarence,28230,2017,2021
Port Graham,25766,2017,2021
Port Heiden,17523,2017,2021
Port Lions,37761,2017,2021
Port Protection,,2017,2021
Portage Creek,,2017,2021
Primrose,43902,2017,2021
Prudhoe Bay,111653,2017,2021
Quinhagak,10820,2017,2021
Rampart,25442,2017,2021
Red Devil,,2017,2021
Red Dog Mine,,2017,2021
Ridgeway,41711,2017,2021
Ruby,18095,2017,2021
Russian Mission,10015,2017,2021
Salamatof,26480,2017,2021
Salcha,37837,2017,2021
Sand Point,37220,2017,2021
Savoonga,14382,2017,2021
Saxman,21713,2017,2021
Scammon Bay,8303,2017,2021
Selawik,11454,2017,2021
Seldovia Village,37235,2017,2021
Seldovia,42778,2017,2021
Seward,30932,2017,2021
Shageluk,26131,2017,2021
Shaktoolik,14985,2017,2021
Shishmaref,16631,2017,2021
Shungnak,18182,2017,2021
Silver Springs,58754,2017,2021
Sitka,39792,2017,2021
Skagway,43991,2017,2021
Skwentna,44517,2017,2021
Slana,25242,2017,2021
Sleetmute,16135,2017,2021
Soldotna,37130,2017,2021
South Lakes,37358,2017,2021
South Naknek,35204,2017,2021
South Van Horn,33542,2017,2021
Saint George,23679,2017,2021
Saint Mary's,15453,2017,2021
Saint Michael,10594,2017,2021
Saint Paul,27684,2017,2021
Stebbins,16623,2017,2021
Steele Creek,49688,2017,2021
Sterling,59704,2017,2021
Stevens Village,12989,2017,2021
Stony River,18185,2017,2021
Sunrise,,2017,2021
Susitna,,2017,2021
Susitna North,35601,2017,2021
Sutton-Alpine,28097,2017,2021
Takotna,11216,2017,2021
Talkeetna,29697,2017,2021
Tanacross,15936,2017,2021
Tanaina,35473,2017,2021
Tanana,29599,2017,2021
Tatitlek,32212,2017,2021
Tazlina,42278,2017,2021
Teller,17602,2017,2021
Tenakee Springs,39858,2017,2021
Tetlin,12731,2017,2021
Thorne Bay,26141,2017,2021
Togiak,24173,2017,2021
Tok,31524,2017,2021
Toksook Bay,14044,2017,2021
Tolsona,,2017,2021
Tonsina,,2017,2021
Trapper Creek,36744,2017,2021
Tuluksak,18094,2017,2021
Tuntutuliak,23145,2017,2021
Tununak,8633,2017,2021
Twin Hills,15252,2017,2021
Two Rivers,47447,2017,2021
Tyonek,32833,2017,2021
Ugashik,,2017,2021
Unalakleet,42703,2017,2021
Unalaska,42966,2017,2021
Upper Kalskag,12895,2017,2021
Utqiagvik,32377,2017,2021
Valdez,44859,2017,2021
Venetie,17776,2017,2021
Wainwright,27039,2017,2021
Wales,12589,2017,2021
Wasilla,34791,2017,2021
Whale Pass,31989,2017,2021
White Mountain,18111,2017,2021
Whitestone,52571,2017,2021
Whitestone Logging Camp,,2017,2021
Whittier,27396,2017,2021
Willow,31563,2017,2021
Willow Creek,38173,2017,2021
Wiseman,,2017,2021
Womens Bay,45582,2017,2021
Wrangell,31069,2017,2021
Yakutat,39950,2017,2021
Alaska,42828,2018,2022
Aleutians East Borough,42165,2018,2022
Aleutians West Census Area,47339,2018,2022
Anchorage,46554,2018,2022
Bethel Census Area,25859,2018,2022
Bristol Bay Borough,45499,2018,2022
Chugach Census Area,44700,2018,2022
Copper River Census Area,37887,2018,2022
Denali Borough,73692,2018,2022
Dillingham Census Area,31948,2018,2022
Fairbanks North Star Borough,42744,2018,2022
Haines Borough,33585,2018,2022
Hoonah-Angoon Census Area,39257,2018,2022
Juneau,49207,2018,2022
Kenai Peninsula Borough,40720,2018,2022
Ketchikan Gateway Borough,44368,2018,2022
Kodiak Island Borough,39563,2018,2022
Kusilvak Census Area,17166,2018,2022
Lake and Peninsula Borough,39409,2018,2022
Matanuska-Susitna Borough,39201,2018,2022
Nome Census Area,28678,2018,2022
North Slope Borough,61841,2018,2022
Northwest Arctic Borough,32133,2018,2022
Petersburg Borough,37856,2018,2022
Prince of Wales-Hyder Census Area,34433,2018,2022
Sitka,43964,2018,2022
Skagway,46771,2018,2022
Southeast Fairbanks Census Area,33809,2018,2022
Wrangell,35421,2018,2022
Yakutat,45578,2018,2022
Yukon-Koyukuk Census Area,29382,2018,2022
Adak,57458,2018,2022
Akhiok,13593,2018,2022
Akiachak,11245,2018,2022
Akiak,15638,2018,2022
Akutan,45054,2018,2022
Alakanuk,10905,2018,2022
Alatna,22286,2018,2022
Alcan Border,9290,2018,2022
Aleknagik,27741,2018,2022
Aleneva,,2018,2022
Allakaket,15521,2018,2022
Ambler,16948,2018,2022
Anaktuvuk Pass,19882,2018,2022
Anchor Point,34845,2018,2022
Anchorage,46554,2018,2022
Anderson,41469,2018,2022
Angoon,29872,2018,2022
Aniak,57021,2018,2022
Anvik,23576,2018,2022
Arctic Village,13427,2018,2022
Atka,18586,2018,2022
Atmautluak,9724,2018,2022
Atqasuk,23804,2018,2022
Attu Station,,2018,2022
Badger,47387,2018,2022
Bear Creek,37364,2018,2022
Beaver,18644,2018,2022
Beluga,,2018,2022
Bethel,37790,2018,2022
Bettles,,2018,2022
Big Delta,32177,2018,2022
Big Lake,40697,2018,2022
Birch Creek,,2018,2022
Brevig Mission,13032,2018,2022
Buckland,16754,2018,2022
Buffalo Soapstone,35111,2018,2022
Butte,43498,2018,2022
Cantwell,32399,2018,2022
Central,21601,2018,2022
Chalkyitsik,36002,2018,2022
Chase,,2018,2022
Chefornak,12776,2018,2022
Chena Ridge,63754,2018,2022
Chenega,31955,2018,2022
Chevak,75144,2018,2022
Chickaloon,30229,2018,2022
Chicken,,2018,2022
Chignik Lagoon,22490,2018,2022
Chignik Lake,18603,2018,2022
Chignik,25963,2018,2022
Chiniak,,2018,2022
Chisana,,2018,2022
Chistochina,43087,2018,2022
Chitina,26383,2018,2022
Chuathbaluk,12348,2018,2022
Circle,19402,2018,2022
Clam Gulch,32806,2018,2022
Clark's Point,11397,2018,2022
Coffman Cove,38886,2018,2022
Cohoe,36754,2018,2022
Cold Bay,61831,2018,2022
Coldfoot,56452,2018,2022
College,44586,2018,2022
Cooper Landing,47029,2018,2022
Copper Center,30202,2018,2022
Cordova,39962,2018,2022
Covenant Life,44836,2018,2022
Craig,41566,2018,2022
Crooked Creek,14461,2018,2022
Crown Point,38237,2018,2022
Deering,19870,2018,2022
Delta Junction,40245,2018,2022
Deltana,34958,2018,2022
Denali Park,122651,2018,2022
Diamond Ridge,43208,2018,2022
Dillingham,40299,2018,2022
Diomede,9583,2018,2022
Dot Lake,,2018,2022
Dot Lake Village,,2018,2022
Dry Creek,28392,2018,2022
Eagle Village,24754,2018,2022
Eagle,34690,2018,2022
Eareckson Station,106103,2018,2022
Edna Bay,72638,2018,2022
Eek,17033,2018,2022
Egegik,84070,2018,2022
Eielson AFB,26062,2018,2022
Ekwok,18020,2018,2022
Elfin Cove,95069,2018,2022
Elim,11597,2018,2022
Emmonak,18825,2018,2022
Ester,42150,2018,2022
Eureka Roadhouse,,2018,2022
Evansville,89067,2018,2022
Excursion Inlet,64431,2018,2022
Fairbanks,34820,2018,2022
False Pass,34500,2018,2022
Farm Loop,46587,2018,2022
Farmers Loop,46658,2018,2022
Ferry,18342,2018,2022
Fishhook,40342,2018,2022
Flat,,2018,2022
Fort Greely,31332,2018,2022
Fort Yukon,31460,2018,2022
Four Mile Road,,2018,2022
Fox,29487,2018,2022
Fox River,18315,2018,2022
Fritz Creek,45825,2018,2022
Funny River,39100,2018,2022
Gakona,36586,2018,2022
Galena,42687,2018,2022
Gambell,14773,2018,2022
Game Creek,,2018,2022
Gateway,48346,2018,2022
Glacier View,56251,2018,2022
Glennallen,40134,2018,2022
Goldstream,52366,2018,2022
Golovin,24637,2018,2022
Goodnews Bay,11503,2018,2022
Grayling,16326,2018,2022
Gulkana,34833,2018,2022
Gustavus,44254,2018,2022
Haines,29388,2018,2022
Halibut Cove,37536,2018,2022
Happy Valley,33440,2018,2022
Harding-Birch Lakes,33664,2018,2022
Healy,45657,2018,2022
Healy Lake,11638,2018,2022
Hobart Bay,,2018,2022
Hollis,26089,2018,2022
Holy Cross,17373,2018,2022
Homer,42604,2018,2022
Hoonah,37151,2018,2022
Hooper Bay,15903,2018,2022
Hope,23968,2018,2022
Houston,35792,2018,2022
Hughes,15335,2018,2022
Huslia,20677,2018,2022
Hydaburg,24781,2018,2022
Hyder,,2018,2022
Igiugig,29420,2018,2022
Iliamna,51804,2018,2022
Ivanof Bay,,2018,2022
Juneau,49207,2018,2022
Kachemak,36881,2018,2022
Kake,28748,2018,2022
Kaktovik,32169,2018,2022
Kalifornsky,44524,2018,2022
Kaltag,38642,2018,2022
Karluk,28848,2018,2022
Kasaan,42202,2018,2022
Kasigluk,9544,2018,2022
Kasilof,59669,2018,2022
Kenai,37409,2018,2022
Kenny Lake,27999,2018,2022
Ketchikan,41057,2018,2022
Kiana,20511,2018,2022
King Cove,40796,2018,2022
King Salmon,49567,2018,2022
Kipnuk,11924,2018,2022
Kivalina,17922,2018,2022
Klawock,33116,2018,2022
Klukwan,24327,2018,2022
Knik River,38180,2018,2022
Knik-Fairview,39781,2018,2022
Kobuk,15865,2018,2022
Kodiak Station,30089,2018,2022
Kodiak,36227,2018,2022
Kokhanok,24315,2018,2022
Koliganek,16508,2018,2022
Kongiganak,10137,2018,2022
Kotlik,10256,2018,2022
Kotzebue,41747,2018,2022
Koyuk,14291,2018,2022
Koyukuk,24920,2018,2022
Kupreanof,60300,2018,2022
Kwethluk,13189,2018,2022
Kwigillingok,15060,2018,2022
Lake Louise,,2018,2022
Lake Minchumina,69379,2018,2022
Larsen Bay,37222,2018,2022
Lazy Mountain,47932,2018,2022
Levelock,33282,2018,2022
Lime Village,15911,2018,2022
Livengood,,2018,2022
Loring,,2018,2022
Lowell Point,,2018,2022
Lower Kalskag,13510,2018,2022
Lutak,,2018,2022
Manley Hot Springs,81765,2018,2022
Manokotak,20928,2018,2022
Marshall,8508,2018,2022
McCarthy,,2018,2022
McGrath,25619,2018,2022
Meadow Lakes,34963,2018,2022
Mekoryuk,18889,2018,2022
Mendeltna,40952,2018,2022
Mentasta Lake,20080,2018,2022
Mertarvik,,2018,2022
Metlakatla,29379,2018,2022
Mill Bay,49959,2018,2022
Minto,19210,2018,2022
Moose Creek,41271,2018,2022
Moose Pass,47170,2018,2022
Mosquito Lake,63106,2018,2022
Mountain Village,13531,2018,2022
